Document_Num,Dominant_Topic,Topic_%_Contrib,Topic_Keywords,Text,Is_Outlier,Dom_Topics_Num,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_0_Perc,Topic_1_Perc,Topic_2_Perc,Topic_3_Perc,Topic_4_Perc,Topic_5_Perc
85,0,0.8,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",cultivated planted land first obtaining consent rightful owner hence causing material non material loss,False,1,1,0,0,0,0,0,0.8,0.01,0.03,0.02,0.08,0.07
86,0,0.43,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",breached plasma scheme arrangement based plasma agreement 1997 perform necessary land certificate arrangement share profit sales ffb starting 2002 2014 allegation embezzled funds process land certification approximately 100 ha,False,2,1,0,0,0,0,1,0.43,0.04,0.07,0.06,0.06,0.34
87,0,0.96,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",allegation claims pn vi bought illegal ffb communities informed communities planted plantations concession area sold ffb members pn vi provided evidence allegations,False,1,1,0,0,0,0,0,0.96,0.0,0.01,0.0,0.01,0.02
88,0,0.79,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",allegations land clearing outside hgu operated communitys land compensation 6 505 42 ha operated appropriate permit,False,1,1,0,0,0,0,0,0.79,0.01,0.03,0.02,0.05,0.1
89,0,0.41,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",allegations lack transparency plasma scheme locations tapang tingang village dan kiungkang village sanggau west kalimantan,False,2,1,0,0,0,0,1,0.41,0.04,0.06,0.06,0.05,0.37
90,4,0.99,"workers, labour, union, employment, casual, daily, rights, working, bpjs, termination",paid salary director commissioner since 2010 basis allegations potential breaches p c,False,1,0,0,0,0,1,0,0.01,0.0,0.0,0.0,0.99,0.0
91,0,0.71,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",stated operated land compensation,False,1,1,0,0,0,0,0,0.71,0.02,0.04,0.03,0.06,0.14
92,4,0.99,"workers, labour, union, employment, casual, daily, rights, working, bpjs, termination",allegations 1 workforce bring wives children helpers gerdang help workers reach target harvester 2 impositions penalties workers matter queried worker management failed give satisfactory explanations absent machine workers broken impact payroll ii bonus deductions iii discrimination casual workers,False,1,0,0,0,0,1,0,0.01,0.0,0.0,0.0,0.99,0.0
93,2,0.96,"eof, forest, mill, plantation, illegal, gar, plantations, bukit, ffb, supplier",one aceites mills purchasing ffb operation run mrs alva yiseth villamizar navas maria la baja area since may 2016 alva navas collecting ffb growers accepted offer paying market price invoices offered harvest fruit made several trucks available transport ffb field collection site buys fruits anyone regardless ownership due people started stealing fruit area purchases fruit regardless origin collecting fruit type sanitary control staff hired outside rules laid ministry labor vehicles collect fruit night time restrictions apply mobility imposed city hall ffb transferred mills located department magdalena belonging aceites palma aceite,False,1,0,0,1,0,0,0,0.01,0.0,0.96,0.01,0.01,0.02
94,5,0.73,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",allegations member developing plantation proper npp process developing plantation informing local communities failed comply national law forest conversion mistreatment employees including arbitrary dismissal new plantings established eia hcv assessment,False,1,0,0,0,0,0,1,0.13,0.01,0.08,0.03,0.02,0.73
95,5,0.51,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",eia greenpeace submitted letter board members representing financial institution drawing attention immediate risk clearance large areas primary forests papua pusaka agro lestari subsidiary noble plantation pte ltd letter hcv assessment conducted nyoto santoso bogor agricultural university npp submissionwas flawed stated primary forests proposed location despite mapping indonesian ministry forestry showing mainly primary forests primary swamp forests letter added eia greenpeace aidenvironment yayasan iar indonesia submitted joint complaint hcvrnabout nyoto santoso,False,1,0,0,0,0,0,1,0.11,0.02,0.28,0.05,0.03,0.51
96,4,0.92,"workers, labour, union, employment, casual, daily, rights, working, bpjs, termination",worked agro indomas indonesia since 1999 mid june 2002 new management agro indomas dismissed 1200 workers transferred families back jaya kalimantan manager objected move requested 2 weeks address root cause employees strike management told employment subsequently terminated 3 4 months later filed wrongful dismissal case supreme court indonesia found favour awarding payment compensation usd645 590 travel claim usd4906 60 december 2005 since goodhope failed implement court order failed numerous attempts award executed courts indonesia,False,1,0,0,0,0,1,0,0.04,0.0,0.02,0.01,0.92,0.02
97,0,0.77,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",brought forward issue fraudulent land title claimed land fraudulently sold cousin agro muara rupit subsidiary sipef,False,1,1,0,0,0,0,0,0.77,0.01,0.04,0.02,0.09,0.08
98,4,0.96,"workers, labour, union, employment, casual, daily, rights, working, bpjs, termination",breaching national law labour terminating 7workers refuse extend contract,False,1,0,0,0,0,1,0,0.02,0.0,0.01,0.0,0.96,0.01
99,5,0.88,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",notification nabire barus npp website triggered joint objections environmental investigation agency eia forest peoples programme fpp greenpeace pusaka critiquing poor quality hcv assessment amongst others complaints panel received official letter secretariat basis general assembly 12 resolution 6 h requires secretariat monitor members adherence required procedures members omit submitting npp notifications clearing lands complaints panel complaints panel within mandate deliberated case basis,False,1,0,0,0,0,0,1,0.07,0.01,0.02,0.01,0.01,0.88
100,1,0.7,"earth, mighty, ha, rapid, concession, response, deforestation, indications, forest, cleared",issued chain reaction informed fact fgv kalimantans concession cleared 1600 ha peat forest 25april 2017 secretariat meeting fgv claimed planted less 100 ha shallow depth,False,1,0,1,0,0,0,0,0.03,0.7,0.03,0.17,0.01,0.06
101,5,0.76,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",orangutan found killed eaten concession susantri permai subsidiary genting plantation killing done plantation workers requested suspend membership susantri permai proper socialisation endangered species protection workers conducted,False,1,0,0,0,0,0,1,0.08,0.03,0.05,0.07,0.02,0.76
102,2,0.48,"eof, forest, mill, plantation, illegal, gar, plantations, bukit, ffb, supplier",western pacific oils claimed purchasing mb shortening moi foods moi foods clarified wpo supplier,False,2,0,0,1,1,0,0,0.08,0.07,0.48,0.18,0.04,0.16
103,0,0.91,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",1 land claim 1 member nanga suhaid mr saudi 2 land compensation claim 1 member nanga suhaid h kutai 3 water pollution kapuas river affecting fish farmers business production 4 conflict residents village head tanjung regarding water quality 5 conflict residents village head emperiang regarding land acquisition process,False,1,1,0,0,0,0,0,0.91,0.0,0.01,0.01,0.02,0.05
104,2,0.55,"eof, forest, mill, plantation, illegal, gar, plantations, bukit, ffb, supplier",susantripermai kapuas maju jaya dwiewarna karyaareillegally operating plantingpalmin area productive forest three break indonesian law specifically uu 41 tahun 1999 uu 18 tahun 2013 uu 39 tahun 2014 3 obtained forest land swap area forest area release permit business permit hgu,False,1,0,0,1,0,0,0,0.12,0.02,0.55,0.04,0.04,0.24
105,2,0.83,"eof, forest, mill, plantation, illegal, gar, plantations, bukit, ffb, supplier",allegations 1 woolworths labelling pack product contains either certified sustainable sustainable approved audits 2 woolworths using non approved financial auditor deloitte audit supply chain certification back claims 3 woolworths ceases respond poi requests official audit certificates 4 misleadingcorporate claims website,False,1,0,0,1,0,0,0,0.03,0.01,0.83,0.04,0.01,0.08
106,2,0.84,"eof, forest, mill, plantation, illegal, gar, plantations, bukit, ffb, supplier",allegations 1 coles labelling packs product contains either certified sustainable sustainable approved audits 2 coles ceases respond investigation requests official audit certificates 3 coles use close 1 000 contract manufacturers using would impossible certifications claims correct around 100 certified manufacturers australia undergone official audits majority manufacturers contracted coles 4 misleading corporate claims website,False,1,0,0,1,0,0,0,0.03,0.01,0.84,0.04,0.01,0.07
107,2,0.61,"eof, forest, mill, plantation, illegal, gar, plantations, bukit, ffb, supplier",published ran oppuk ilrf titled “the human cost conflict indofood pepsico’s hidden link worker exploitation indonesia ” reveals findings field investigations worker interviews completed two plantations owned operated member indofood subsidiary london sumatra full available ran org indofood,False,1,0,0,1,0,0,0,0.08,0.02,0.61,0.05,0.02,0.22
108,0,0.73,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",yet paid compensation 78 ha land owned villagers,False,1,1,0,0,0,0,0,0.73,0.02,0.04,0.03,0.06,0.13
109,0,0.69,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",allegations 1 yet paid compensation 1099 ha land owned kelompok tani berkat harapan lampung tarung 2 yet paid compensation 110 ha owned kelompok masyarakat desa tangar sukarsih cs 3 yet given 20 plasma desa tangar,False,1,1,0,0,0,0,0,0.69,0.02,0.04,0.03,0.05,0.16
110,0,0.43,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",allegations dispute plasma scheme mechanism cooperative issues claims 15 members communities 14 villagers kinjil village 1 villager sukajaya village,False,2,1,0,0,0,0,1,0.43,0.04,0.07,0.06,0.06,0.34
111,0,0.56,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",complainants agroup small holders independent farmers costa rica allege member palma tica sa breached criterion 1 1 commitment transparency say despite sending lettersent december15 2015 palmatica asking share results audit failed ii allege palma tica sa breached criterion 6 10 growers mills deal fairly transparently smallholder local businesses complaints results form allegations change purchase mechanism ffb last 17 years payment mechanism outdated transparent stated removal discretionary bonus replacement bono solidario bono done transparently address situation purchase price ffb,False,1,1,0,0,0,0,0,0.56,0.02,0.13,0.03,0.08,0.19
112,0,1.0,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",allegations deforestation caused floods sima village irregularities including development environmental impact assessment land grabbing destroying sacred place dusun sagu indigenous people yerisiam failure following proper fpic process excessive use force violence using state security forces,False,1,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0
113,5,0.92,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",concerned clearing lands destroying natural forests reference standards aerial imagery official government reports shows 5200 hectares mostly primary forest felled since january 20132 fire used burn cleared timber vegetation valuable timber resources sold testimony reveals acquired rights respective area process engagement fpic furthermore clearing extensive areas forest engagement local communities laying waste large areas forest communities use hunting fishing gathering source medicinal plants materials construction killing local wildlife destroying vital habitats area question historically occupied residents fore parents includes locations numerous former settlements farms since left become fallow operations extracted large volumes important construction material river aguaytia outside lands claimed plantaciones de pucallpa process used degraded private tracks made exhausted resources depends constructions operations resulted destruction least one house owned member blocking despoiled creeks rivers relies fishing bathing drinking waters moreover personnel restrict access members area hunting fishing gathering subsistence activities testimony highlights waste materials dumped water system main streams affected lands longer fit drinking fishing include rivers sanuya sheringal churral amongst others official investigations conducted ministry agriculturehave determined plantaciones de pucallpa failed secure relevant permits required forest clearance conduct relevant social environmental impact assessments ministry consequently ordered suspension operations addition understands hired large numbers people specifically occupy area field investigations local authorities attempt deliberately frustrate visits resulted extremely tense conflictenvironment government representatives even threatened representatives extent social environmental devastation caused operations irregularities permitting meant developments become major national controversy seen despite suspension order affirms promoting incursion invasion third parties forested areas areas adjacent area cleared plantaciones de pucallpa objective subsequently acquiring areas resulted national indigenous peoples organisation aidesep call suspension operations peru contradictions loopholes legal framework resolvedand congressional commission amazon ecology establish high level national taskforce address issue large scale agribusiness social conflict although made aware question part wider network peru known locally los malaios malays apparently owned proprietors recently established plantaciones de pucallpa operating lands possible identify full ownership structure exact nature links malaysian many registered offshore tax havens require limited disclosure information nevertheless result companys declarations rspoas well ngo investigationsit appears connected asian plantations 2014 bought felda global ventures founder member reviewed standards plantaciones de pucallpa observing member note following serious violations new planting procedure conducted operations filing prior notifications large swathes primary forest cleared prior hcv seia assessments conducted principle 1 information companys plans operations never shared principle 2 acquired lands customarily owned used santa clara de uchunya free prior informed consent principle 3 provided mechanisms resolve problems caused failed comply national laws prohibiting conversion primary forest agricultural purposes conversion forest corresponding soil studies environmental permits relevant environmental social impact assessments violated property rights indigenous peoples customary lands right natural resources guarantee subsistence right processes prior consultation consent right determine development paths addition many fundamental rights indigenous peoples obligatory peru 9 principle 4 operations destroyed diverted water courses well blocked access vital water supplies fishing drinking principle 5 eia hcv assessments carried ensure protection environment wildlife social values natural ecosystems mitigate damage lands cleared use fire principle 6 participatory sias carried proper consultation santa clara de uchunya dispute resolution mechanisms absent customary rights ignored principle 7 new plantings established esias hcv assessments recognising customary rights communities indigenous peoples free prior informed consent note obvious violations detailed perusal principles criteria shows multiple violations many criteria indicators associated principles noted violations applicable laws detailed ministry agriculture official referred footnote 2 3 obligations flow ilo convention 169 jurisprudence inter american court human rights provisions constitute binding obligations peru,False,1,0,0,0,0,0,1,0.03,0.01,0.03,0.02,0.01,0.92
114,0,0.92,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",claiming hap seng plantations bhd illegally occupying property river estates 6 454acres lahad datu sabah says beneficial owner said land land office kota kinabalu confirmed said land still name beneficial owner filed civil suit hap seng originating summons bki 24 127 5 2012 filed 30 07 2015 case processed kota kinabalu high court system secretariat monitoring progress case,False,1,1,0,0,0,0,0,0.92,0.0,0.01,0.01,0.02,0.03
115,0,0.71,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",extractora la gloria sas planting former hacienda bellacruz today hacienda la gloria occupies 9 000 hectares municipalities la gloria pelaya tamalameque southern cesar department following rules comply following principles principle 1 1 given provide clear sufficient information regarding business principle 2 1 business declared colombian authorities crops planted environmental management plan forest reserve goes national business environmental regulations principle 2 2 property ownership claims areas extractora la gloria grows majority crops called question national international judicial bodies farming communities demanded formalization customary land rights violently denied paramilitary groups principle 2 3 business operations recognized rights farmers displacement victims contravention businesses duty guarantee free prior informed consent regarding land use principle 4 4 installing processing crops extractora la gloria affected cao alonso forest reserve buffer zone singarar el carmen simaa streams principle 5 2 avoided damaging cao alonso forest reserve buffer zone specially protected habitat installing crops reserves environmental buffer zone principle 6 4 neglected claimants despite fact affected business activities refused create negotiation platforms principle 6 13 benefited grave human rights violations vulnerable farmers forcefully displaced illegal armed actors publicly rejected threats intimidations claimants even requested constitutional court lift cautionary measures protecting victims,False,1,1,0,0,0,0,0,0.71,0.01,0.04,0.02,0.03,0.19
116,0,0.89,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",1 violation principle 2 2 persistence claim sukajaya transmigration village still demanding rights due illegal operation land still certificates evidence ownership land compensations paid people kinjil village takes 2 years claim kinjil village using land proper consultation compensation previously promised people develop plantation land already agreed certain scale fulfil promise 2 violation principle 6 6 10 6 11 complete comprehensive information people engage partnership scheme understanding promise implementing 50 50 partnership scheme clarity balance credit plantation incentive payment sisa hasil kebun registered name bank name members 6 13 criminalization gusti gelombang representative sukajaya sakabulin villages head cooperative kompak maju bersama 3 violation principle 5 7 destruction graves case handled bilaterally since 2014 escalated police came sawit watchs office arrest gusti gelombang office time,False,1,1,0,0,0,0,0,0.89,0.0,0.02,0.01,0.02,0.05
117,0,0.54,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",small holders affairs small holders affairs department nbpol acts mediator watchdog us small holder growers nbpol acknowledge department working personals within department assisted us throughout years one disgusting thing major dispute small holder department dont hear grievances small holder growers act mediator bring issue right management discuss issue round table come compromise beneficiary us industry instead department acts police suspend blocks allegation dispute even disputes grievances applied grievance forms squeezed thrown trash cans time department act dictator deprive privileges rights small holder grower speak unfair issues practicing implement agendas ideas interest undermine wellbeing freedom expression speech smallholder growers buffer zone exploitation nbpol exploiting 20 metre buffer zone limit photos shown kumbango plantation beside dagi river bank clearing new replant mighty dagi river caused enormous flooding great land mass devastation erosion due mass deforestations buffer zone exploitations river gone tinny kids everybody crossed river swimming today ankle deep walk across usually live side river river livelihood waste disposal river kumbango plantation workers dumping waste metal junks workshop junks dagi river bank photos shown workshop waste thrown beside roadside 20 metres away dagi river bank bio gas electricity power plant set two 2 bio gas electricity power plants one mosa mill one kumbango mill plants generate enormous supply electricity enough feed whole province surplus plants act step electricity supply electricity commission png rakes pgk millions monthly basis small holder growers left income revenue plant run waste ffb supply dont share us income revenue least must feed electricity supply respective homes well part beneficiaries development photos plants shown exessive deductions placing excessive deductions small ffb income revenue run operation toils watered receive lousy pgk 170 per pay day even though price high world market us dollars lousy pgk 170 equivalent lousy usd50 pricing formulai kindly ask board panel help small holder growers liaise review pricing formula using pay growers review contract agreement contract agreement smallholder growers set place harrisons crossfield australian government early stages development project 1967 policies agreements set place beneficiary gain manipulating colonial mindset benefits ruling masters agreement placed smallholder growers awkward position power say treated slaves government industry even though positive economic input constant economic development country world whole supplying steady tonnage ffb weekly basis sincerely urge board assist us reviewing contract agreement roundtable hoskins growers association opga agreement must satisfactory parties protocols humanitarian wellbeing general humanitarian welfare sustainabilitythis forty eight 48 year hoskins project since 1967 project trained us good growers adhering protocols principles industry prolonged time early days board set place yet taught general practice principles dpi maintain cleanliness blocks homes drinking water custody land title form pay rental fees maintaining boundary pegs maintaining 100 metres buffer zone apply fertilizers like ammonium phosphate ammonium nitrite process harvesting upkeeping selective weeding use chemicals tools policies trespassing unnecessarily blocks given consent owner maintaining friendly peaceful environment things thought return receive higher income enhance stabilize living standards modernize standard hard labor work vain price ffb still lowest rates since started 1967 even went zero rates years back cost living high accumulating prices goods services government gst taxes every goods services high school fees demand accumulating extended families living single block ffb price pay receiving cannot sustain accumulating necessities life tell truth right surviving subsistence gardening little bits reserve land otherwise weve dead preach talk commodity dealing working must sustainable enough meet standards demands every parties involved primary producer commodity must sustained end user must sustained satisfied even cannot savings start spinoff businesses throughout years toil nothing us search optional means ways sustainable income start profitable businesses live run homes proper water sanitation electricity proper health care life insurance cover proper working machineries even cant employ laborers help us manage work load due financial incapabilities heavy jobs done manually using strength pioneering fathers died young sorts body conditions like back problems knee problems eye problems heart kidney failures many undiagnosed ailments high body strain levels stabilize diets even many growers killed falling ffbs branches process harvesting others killed falling stumps poisoned unknowingly working compensation looses lives talk lets come together round table discuss underlying issues beneficiary sustainability us concept,False,1,1,0,0,0,0,0,0.54,0.01,0.06,0.02,0.03,0.33
118,0,0.79,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",1 land acquired planted agropama obtained fraudulent means 2 last july iterpa local autarchy jurisdiction state par officially informed almost landoccupiedby agropalma fact owed sate par land title registered name information directed court acar small city state par complainants agropalma dispute land rights iterpa informed agropalma settled complainants land state federal land 3 agropalma legally owna single hectare claim certification granted,False,1,1,0,0,0,0,0,0.79,0.01,0.03,0.02,0.08,0.07
119,0,0.53,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",eias video water collaboration colombian la comisin intereclesial de justicia paz justicia paz poligrow ltda taken land indigenous people mapiripan withoutfree prior informed consent restricting movement access sacred sites concerns environmental impact poligrow expansionon local landscape complaint land planted poligrow obtained intimidation proper consent indigenous owners allegations using para military forces intimidate local people activists development occupation lands mapiripan poligrow activities negative impact natural enviroment leads degradation deforestation following standards appeared breached criteria 2 2 right use land demonstrated legitimately contested local people demonstrate legal customary user rights criteria 4 4 practices maintain quality availability surface ground water criteria 5 2 status rare threatened endagered species high conservation value habitats exist plantation could affected plantation mill management shall identified operations managed best ensure maintained enhanced criteria 6 13 growers millers respect human rights principle 7 responsible development new plantings,False,1,1,0,0,0,0,0,0.53,0.01,0.06,0.02,0.03,0.34
120,4,0.98,"workers, labour, union, employment, casual, daily, rights, working, bpjs, termination",complaint matter public interest taken complaints panel 26of july 2015 wsj ran article syed zain al mahmood alleging felda breached labour conditions plantations allegations mainly say forced labour used workers paid minimum wages health working conditions neglected employers withheld passports,False,1,0,0,0,0,1,0,0.01,0.0,0.0,0.0,0.98,0.0
121,5,0.82,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",ptnubikajaya mill polluted river aek baba cannot use river bathing washing may 2012 fish breeder found thousands fish died dike located hamlet karang sari village sisumut along aek baba flood contaminated waste occurred village 2012,False,1,0,0,0,0,0,1,0.05,0.02,0.04,0.06,0.01,0.82
122,5,0.89,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",violates standard potentially indonesian law key violation consultation communities take place described npp documents affected communities participate hcv assessment seia hcv assessment technically flawed fpic process place amdal process carried accordance law sml yet obtained permits prerequisite land clearing,False,1,0,0,0,0,0,1,0.06,0.01,0.02,0.01,0.01,0.89
123,2,0.77,"eof, forest, mill, plantation, illegal, gar, plantations, bukit, ffb, supplier",despite member promoting free products via labeling packaging tv commercials ferrero stated 1 evidence provided ferrero ignored 2 casino promoting sans palmhuille products promote sustainable promoting products required code conduct 3 casino denigrates general offering environmental nutritional perspective makes effort differentiate conventional sustainable effects denigrates general affecting use sustainable promoting products done nothing promote products 4 decision based premise thatan rspomember choose whether commit code conduct depends whether involves food product non food product supported rules 5 casinos advertisement clearly says casino goes fundamental raison detre rspos existence taken whole decision espo contradicts code conduct members 6 final decision contradicts preliminary decision,False,1,0,0,1,0,0,0,0.04,0.02,0.77,0.05,0.02,0.1
124,5,0.68,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",points raised npp published challenging time bound plan land clearing ijin usaha perkebunan iup fraudulent statement activity ground issued provincial authority concession boundary filed acop 2013 2014 encroachment deep peat clearance formal complaint lodged aidenvironment 3 april 2015 expected following actions 1 force ioi comply rspos standards procedures including enforce rspos formal procedures state failure address partial certification requirements e h may lead certification suspension consistent certification systems document rules non compliance rspocertification systemsarticle4 2 4 members make misleading unsubstantiated claims production procurement use sustainable code conduct article2 1 2 areas opened ioi groups subsidiaries sks bns ketapang 1 april 2011 must excluded future certification 3 land developed non compliance rspos p certified future 4 request ioi publicly declare ffb land previously developed sks bns bss full legal approval full compliance rspos standards 10 000 ha excluded future certification one rotation whilst committing management regime land bank plantation development allowed post hoc based 5 ioi shall come publicly available proposals remediate compensate sna groups non compliances rspos standards procedures related hcv areas within one month subject review approval relevant complaints panel 6 complaints panel shall guaranteed free vested interest 7 ioi shall appoint accredited cb consultation secretariat verify complaint one complainants key findings accredited cbs ioi worked systemically failed ioi stakeholders ioi groups house sustainability team credibly affirm comment findings accreditation services international asi shall requested conduct verification cost covered rspos regular contract asi 8 ioi shall demonstrate rspos standards procedures complied throughout uncertified land bank includes comprehensive concrete publicly available time bound plans deliver full compliance standards procedures particularly ioi pelita sarawak within 3 months input subject mediated negotiation long teran kanan 9 ioi groups suspension trading cspo shall remain place ioi complainants jointly declare writing aforementioned demands adequately settled fact based negotiation guided rspos impact unit overseen complaints panel subject potential appeal independent review rspos board governors http www ioigroup com content news newsroomdetails intnewsid 813,False,1,0,0,0,0,0,1,0.16,0.01,0.09,0.03,0.02,0.68
125,0,0.82,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",synopsis according enquiry national hak tanah malaysia conducted suhakam state government given 1260 acres land dusun begahak 1981 time land alienated felda development raised issue felda right develop land return land originally belonged stated cemetery area developed felda felda enclaved 916 acres said land gave back 25th may 1982 planted fruits crops land received evidence sides evidence needs scrutinised investigated,False,1,1,0,0,0,0,0,0.82,0.01,0.03,0.02,0.03,0.1
126,0,0.5,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",1 fpic related issues criteria 2 3 6 4 7 6 bas compensate land owned haji soleh hasibuan 25 hectares village labuhan jurung ujung batu julu 7700 rubber trees planted land 2 principle 2breach law 40 2007 perseroan terbatas corporate law 47 2012 corporate social environment responsibility lack corporate social responsibility csr 3 criteria 5 3pt bas polluted danau meluak,False,2,1,0,0,0,0,1,0.5,0.02,0.12,0.03,0.05,0.29
127,0,0.79,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",nagari kapa long demanded clarity extent php 1s nucleus estate 7 march 2014 provincial office national land agency bpn west sumatera carried land measurement village involving staffs php 1 nagari representatives leader nagari kapa however raised objection process results said transparent demand proposed solution measurement fully involves representatives customary law nagari kapa process phases including recapitulation process end request accompanied ngo wide experience participatory mapping php1 hgu certificate lands nagari kapa growing palms since 1997 hgu decree sk hgu fully understand php1 needs customary lands development invested large amount money therefore would ask php1 leave lands would ask php 1 terminate operation proposed solutions facilitated wilmar fpp nagari kapak meeting 19november 2014 kuala lumpur parties agreed bring issues bpn head district pasaman barat,False,1,1,0,0,0,0,0,0.79,0.01,0.03,0.01,0.02,0.14
128,5,0.47,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",synopsis gar subsidiary kartika prima cipta kpc acquired land local dayak malay communities free prior informed consent kpc done hcv study prior developing land gar taking lands first land tenure studies participatory mapping providing adequate information communities implications land surrenders kpc going setting aside land hcv areas resulted reduction land holding communities eighteen gar subsidiaries operating appropriate hak guna usaha breach legal requirements operate plantation indonesia points raised 1 kpc persistent violation p c pertaining hcv assessment recognition customary land right free prior informed consent fpic lack fpic local dayak malay people process acquiring land 2 land take done land tenure study participatory mapping 3 lhcv assessments done late final consultation may 2014 4 dissatisfaction among smallholders resentment reduced plot size set aside hcv rather included plasma scheme 20 5 set aside land hcs area made provision customary land uses tenure local people livelihood 6 gar parent 18 subsidiaries listed acting violation new planting procedure npp submitting information knows false hgu sixteen 16 eighteen 18 concessions npp submitted 7 assessors endorsed gar’s hcv assessment esias social engagement actions violation responsibility provide impartial assessment compliance principles criteria remarks criteria gar requested withdraw new planting procedure npp submission secretariat decided shall remain website pending resolution complaint,False,2,1,0,0,0,0,1,0.41,0.01,0.05,0.03,0.03,0.47
129,0,0.7,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",clearedand planted land submitting new planting procedure notifications public consultation used intimidation failed secure free prior informed consent fpic communities prior developing land share information requested complainants engage bilateral negotiations enquiries relating complaints henrison inti persada proposed new planting area west papua npp notification downloaded,False,1,1,0,0,0,0,0,0.7,0.01,0.04,0.02,0.03,0.2
130,5,0.97,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",synopsis failed establish plasma scheme communities accordance national laws indonesia failed use local labour contractors operations plantations polluting local waterways resulting health hazards villagers causing fish populations decline,False,1,0,0,0,0,0,1,0.01,0.0,0.01,0.01,0.0,0.97
131,0,0.8,"land, communities, rights, local, allegations, principle, village, process, growers, plantation",cleared planted land customary land new cess grand bassa county liberia seeking expand plantation free prior informed consent communities objecting carrying survey existing concession area,False,1,1,0,0,0,0,0,0.8,0.01,0.03,0.02,0.03,0.11
132,5,0.4,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",raised following questions 1 gpb explain fact plantation expansion 22 000 ha new planting procedure requirement took effect january 2010 placing prior notice website comment 2 gpb active development mspo standards striving achieve certification standards 3 gpb plan start certification process malaysia 10 years joining basis complaint genting plantation annual reports 2010 2011 2012 indicates new plantings since 2010 http www gentingplantations com ar12 index htm however received npp notification request genting,False,2,0,0,1,0,0,1,0.17,0.02,0.33,0.05,0.04,0.4
133,5,0.58,"hcv, land, area, forest, npp, new, local, rspos, 2013, conservation",rspos code conduct members members expected propose time bound plan bring mills plantations conformity standard subject operations independent third party verification operations certified compliant 2012 genting plantations announced intention bring operations full compliance standard 2025 see website time bound plan suggests tactics delay rather real commitment implementing standard contend genting plantations subsidiary tanjung bahagia sdn bhd multiple violation rspos principles criteria failing address communitys concerns land acquisition pollution conservation hcv areas open transparent communication consultation dispute resolution mechanism resolve issues complained update case found dsf written member complaint answer received 26 august 2013 currently waiting response,False,1,0,0,0,0,0,1,0.18,0.02,0.16,0.04,0.03,0.58
