Document_Num,Dominant_Topic,Topic_%_Contrib,Topic_Keywords,Text,Is_Outlier,Dom_Topics_Num,Topic_0_Perc,Topic_1_Perc,Topic_2_Perc,Topic_3_Perc,Topic_4_Perc,Topic_5_Perc,Topic_0_Indicate,Topic_1_Indicate,Topic_2_Indicate,Topic_3_Indicate,Topic_4_Indicate,Topic_5_Indicate
106,4,0.3629058056369813,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",allegations 1 coles labelling packs product contains either certified sustainable sustainable approved audits 2 coles ceases respond investigation requests official audit certificates 3 coles use close 1 000 contract manufacturers using would impossible certifications claims correct around 100 certified manufacturers australia undergone official audits majority manufacturers contracted coles 4 misleading corporate claims website,False,6,4.07,3.2,15.8,6.4,36.29,34.24,1,1,1,1,1,1
107,4,0.6411932837244196,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",published ran oppuk ilrf titled “the human cost conflict indofood pepsico’s hidden link worker exploitation indonesia ” reveals findings field investigations worker interviews completed two plantations owned operated member indofood subsidiary london sumatra full available ran org indofood,False,6,2.01,2.45,9.58,6.26,64.12,15.59,1,1,1,1,1,1
108,2,0.7659660283757062,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",yet paid compensation 78 ha land owned villagers,False,6,3.28,1.19,76.6,2.09,12.09,4.75,1,1,1,1,1,1
109,2,0.7301335892745134,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",allegations 1 yet paid compensation 1099 ha land owned kelompok tani berkat harapan lampung tarung 2 yet paid compensation 110 ha owned kelompok masyarakat desa tangar sukarsih cs 3 yet given 20 plasma desa tangar,False,6,3.92,1.3,73.01,2.26,13.77,5.74,1,1,1,1,1,1
110,2,0.4779798005460767,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",allegations dispute plasma scheme mechanism cooperative issues claims 15 members communities 14 villagers kinjil village 1 villager sukajaya village,False,6,5.67,2.48,47.8,4.3,25.92,13.83,1,1,1,1,1,1
111,2,0.6192560706865596,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",complainants agroup small holders independent farmers costa rica allege member palma tica sa breached criterion 1 1 commitment transparency say despite sending lettersent december15 2015 palmatica asking share results audit failed ii allege palma tica sa breached criterion 6 10 growers mills deal fairly transparently smallholder local businesses complaints results form allegations change purchase mechanism ffb last 17 years payment mechanism outdated transparent stated removal discretionary bonus replacement bono solidario bono done transparently address situation purchase price ffb,False,6,2.73,1.04,61.93,1.97,25.69,6.65,1,1,1,1,1,1
112,2,0.5487027050330353,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",allegations deforestation caused floods sima village irregularities including development environmental impact assessment land grabbing destroying sacred place dusun sagu indigenous people yerisiam failure following proper fpic process excessive use force violence using state security forces,False,6,2.86,1.58,54.87,3.19,31.26,6.24,1,1,1,1,1,1
113,4,0.6115563368943343,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",concerned clearing lands destroying natural forests reference standards aerial imagery official government reports shows 5200 hectares mostly primary forest felled since january 20132 fire used burn cleared timber vegetation valuable timber resources sold testimony reveals acquired rights respective area process engagement fpic furthermore clearing extensive areas forest engagement local communities laying waste large areas forest communities use hunting fishing gathering source medicinal plants materials construction killing local wildlife destroying vital habitats area question historically occupied residents fore parents includes locations numerous former settlements farms since left become fallow operations extracted large volumes important construction material river aguaytia outside lands claimed plantaciones de pucallpa process used degraded private tracks made exhausted resources depends constructions operations resulted destruction least one house owned member blocking despoiled creeks rivers relies fishing bathing drinking waters moreover personnel restrict access members area hunting fishing gathering subsistence activities testimony highlights waste materials dumped water system main streams affected lands longer fit drinking fishing include rivers sanuya sheringal churral amongst others official investigations conducted ministry agriculturehave determined plantaciones de pucallpa failed secure relevant permits required forest clearance conduct relevant social environmental impact assessments ministry consequently ordered suspension operations addition understands hired large numbers people specifically occupy area field investigations local authorities attempt deliberately frustrate visits resulted extremely tense conflictenvironment government representatives even threatened representatives extent social environmental devastation caused operations irregularities permitting meant developments become major national controversy seen despite suspension order affirms promoting incursion invasion third parties forested areas areas adjacent area cleared plantaciones de pucallpa objective subsequently acquiring areas resulted national indigenous peoples organisation aidesep call suspension operations peru contradictions loopholes legal framework resolvedand congressional commission amazon ecology establish high level national taskforce address issue large scale agribusiness social conflict although made aware question part wider network peru known locally los malaios malays apparently owned proprietors recently established plantaciones de pucallpa operating lands possible identify full ownership structure exact nature links malaysian many registered offshore tax havens require limited disclosure information nevertheless result companys declarations rspoas well ngo investigationsit appears connected asian plantations 2014 bought felda global ventures founder member reviewed standards plantaciones de pucallpa observing member note following serious violations new planting procedure conducted operations filing prior notifications large swathes primary forest cleared prior hcv seia assessments conducted principle 1 information companys plans operations never shared principle 2 acquired lands customarily owned used santa clara de uchunya free prior informed consent principle 3 provided mechanisms resolve problems caused failed comply national laws prohibiting conversion primary forest agricultural purposes conversion forest corresponding soil studies environmental permits relevant environmental social impact assessments violated property rights indigenous peoples customary lands right natural resources guarantee subsistence right processes prior consultation consent right determine development paths addition many fundamental rights indigenous peoples obligatory peru 9 principle 4 operations destroyed diverted water courses well blocked access vital water supplies fishing drinking principle 5 eia hcv assessments carried ensure protection environment wildlife social values natural ecosystems mitigate damage lands cleared use fire principle 6 participatory sias carried proper consultation santa clara de uchunya dispute resolution mechanisms absent customary rights ignored principle 7 new plantings established esias hcv assessments recognising customary rights communities indigenous peoples free prior informed consent note obvious violations detailed perusal principles criteria shows multiple violations many criteria indicators associated principles noted violations applicable laws detailed ministry agriculture official referred footnote 2 3 obligations flow ilo convention 169 jurisprudence inter american court human rights provisions constitute binding obligations peru,False,6,2.06,1.84,22.3,4.01,61.16,8.63,1,1,1,1,1,1
114,2,0.9017503005086824,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",claiming hap seng plantations bhd illegally occupying property river estates 6 454acres lahad datu sabah says beneficial owner said land land office kota kinabalu confirmed said land still name beneficial owner filed civil suit hap seng originating summons bki 24 127 5 2012 filed 30 07 2015 case processed kota kinabalu high court system secretariat monitoring progress case,False,6,1.45,0.45,90.18,0.8,5.21,1.91,1,1,1,1,1,1
115,2,0.4768862390223404,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",extractora la gloria sas planting former hacienda bellacruz today hacienda la gloria occupies 9 000 hectares municipalities la gloria pelaya tamalameque southern cesar department following rules comply following principles principle 1 1 given provide clear sufficient information regarding business principle 2 1 business declared colombian authorities crops planted environmental management plan forest reserve goes national business environmental regulations principle 2 2 property ownership claims areas extractora la gloria grows majority crops called question national international judicial bodies farming communities demanded formalization customary land rights violently denied paramilitary groups principle 2 3 business operations recognized rights farmers displacement victims contravention businesses duty guarantee free prior informed consent regarding land use principle 4 4 installing processing crops extractora la gloria affected cao alonso forest reserve buffer zone singarar el carmen simaa streams principle 5 2 avoided damaging cao alonso forest reserve buffer zone specially protected habitat installing crops reserves environmental buffer zone principle 6 4 neglected claimants despite fact affected business activities refused create negotiation platforms principle 6 13 benefited grave human rights violations vulnerable farmers forcefully displaced illegal armed actors publicly rejected threats intimidations claimants even requested constitutional court lift cautionary measures protecting victims,False,6,2.4,1.48,47.69,2.98,38.29,7.17,1,1,1,1,1,1
116,2,0.8970896236928716,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",1 violation principle 2 2 persistence claim sukajaya transmigration village still demanding rights due illegal operation land still certificates evidence ownership land compensations paid people kinjil village takes 2 years claim kinjil village using land proper consultation compensation previously promised people develop plantation land already agreed certain scale fulfil promise 2 violation principle 6 6 10 6 11 complete comprehensive information people engage partnership scheme understanding promise implementing 50 50 partnership scheme clarity balance credit plantation incentive payment sisa hasil kebun registered name bank name members 6 13 criminalization gusti gelombang representative sukajaya sakabulin villages head cooperative kompak maju bersama 3 violation principle 5 7 destruction graves case handled bilaterally since 2014 escalated police came sawit watchs office arrest gusti gelombang office time,False,6,1.43,0.41,89.71,0.74,5.68,2.04,1,1,1,1,1,1
117,4,0.5279283430555155,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",small holders affairs small holders affairs department nbpol acts mediator watchdog us small holder growers nbpol acknowledge department working personals within department assisted us throughout years one disgusting thing major dispute small holder department dont hear grievances small holder growers act mediator bring issue right management discuss issue round table come compromise beneficiary us industry instead department acts police suspend blocks allegation dispute even disputes grievances applied grievance forms squeezed thrown trash cans time department act dictator deprive privileges rights small holder grower speak unfair issues practicing implement agendas ideas interest undermine wellbeing freedom expression speech smallholder growers buffer zone exploitation nbpol exploiting 20 metre buffer zone limit photos shown kumbango plantation beside dagi river bank clearing new replant mighty dagi river caused enormous flooding great land mass devastation erosion due mass deforestations buffer zone exploitations river gone tinny kids everybody crossed river swimming today ankle deep walk across usually live side river river livelihood waste disposal river kumbango plantation workers dumping waste metal junks workshop junks dagi river bank photos shown workshop waste thrown beside roadside 20 metres away dagi river bank bio gas electricity power plant set two 2 bio gas electricity power plants one mosa mill one kumbango mill plants generate enormous supply electricity enough feed whole province surplus plants act step electricity supply electricity commission png rakes pgk millions monthly basis small holder growers left income revenue plant run waste ffb supply dont share us income revenue least must feed electricity supply respective homes well part beneficiaries development photos plants shown exessive deductions placing excessive deductions small ffb income revenue run operation toils watered receive lousy pgk 170 per pay day even though price high world market us dollars lousy pgk 170 equivalent lousy usd50 pricing formulai kindly ask board panel help small holder growers liaise review pricing formula using pay growers review contract agreement contract agreement smallholder growers set place harrisons crossfield australian government early stages development project 1967 policies agreements set place beneficiary gain manipulating colonial mindset benefits ruling masters agreement placed smallholder growers awkward position power say treated slaves government industry even though positive economic input constant economic development country world whole supplying steady tonnage ffb weekly basis sincerely urge board assist us reviewing contract agreement roundtable hoskins growers association opga agreement must satisfactory parties protocols humanitarian wellbeing general humanitarian welfare sustainabilitythis forty eight 48 year hoskins project since 1967 project trained us good growers adhering protocols principles industry prolonged time early days board set place yet taught general practice principles dpi maintain cleanliness blocks homes drinking water custody land title form pay rental fees maintaining boundary pegs maintaining 100 metres buffer zone apply fertilizers like ammonium phosphate ammonium nitrite process harvesting upkeeping selective weeding use chemicals tools policies trespassing unnecessarily blocks given consent owner maintaining friendly peaceful environment things thought return receive higher income enhance stabilize living standards modernize standard hard labor work vain price ffb still lowest rates since started 1967 even went zero rates years back cost living high accumulating prices goods services government gst taxes every goods services high school fees demand accumulating extended families living single block ffb price pay receiving cannot sustain accumulating necessities life tell truth right surviving subsistence gardening little bits reserve land otherwise weve dead preach talk commodity dealing working must sustainable enough meet standards demands every parties involved primary producer commodity must sustained end user must sustained satisfied even cannot savings start spinoff businesses throughout years toil nothing us search optional means ways sustainable income start profitable businesses live run homes proper water sanitation electricity proper health care life insurance cover proper working machineries even cant employ laborers help us manage work load due financial incapabilities heavy jobs done manually using strength pioneering fathers died young sorts body conditions like back problems knee problems eye problems heart kidney failures many undiagnosed ailments high body strain levels stabilize diets even many growers killed falling ffbs branches process harvesting others killed falling stumps poisoned unknowingly working compensation looses lives talk lets come together round table discuss underlying issues beneficiary sustainability us concept,False,6,2.19,1.61,32.01,3.36,52.79,8.04,1,1,1,1,1,1
118,2,0.8011232059077843,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",1 land acquired planted agropama obtained fraudulent means 2 last july iterpa local autarchy jurisdiction state par officially informed almost landoccupiedby agropalma fact owed sate par land title registered name information directed court acar small city state par complainants agropalma dispute land rights iterpa informed agropalma settled complainants land state federal land 3 agropalma legally owna single hectare claim certification granted,False,6,3.01,0.97,80.11,1.75,10.52,3.63,1,1,1,1,1,1
119,2,0.5000883442456461,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",eias video water collaboration colombian la comisin intereclesial de justicia paz justicia paz poligrow ltda taken land indigenous people mapiripan withoutfree prior informed consent restricting movement access sacred sites concerns environmental impact poligrow expansionon local landscape complaint land planted poligrow obtained intimidation proper consent indigenous owners allegations using para military forces intimidate local people activists development occupation lands mapiripan poligrow activities negative impact natural enviroment leads degradation deforestation following standards appeared breached criteria 2 2 right use land demonstrated legitimately contested local people demonstrate legal customary user rights criteria 4 4 practices maintain quality availability surface ground water criteria 5 2 status rare threatened endagered species high conservation value habitats exist plantation could affected plantation mill management shall identified operations managed best ensure maintained enhanced criteria 6 13 growers millers respect human rights principle 7 responsible development new plantings,False,6,2.42,1.47,50.01,2.94,36.04,7.11,1,1,1,1,1,1
120,0,0.9349717703967081,"workers, labour, union, employment, casual, daily, rights, working, bpjs, termination",complaint matter public interest taken complaints panel 26of july 2015 wsj ran article syed zain al mahmood alleging felda breached labour conditions plantations allegations mainly say forced labour used workers paid minimum wages health working conditions neglected employers withheld passports,False,6,93.5,0.43,2.87,0.66,1.62,0.93,1,1,1,1,1,1
121,4,0.6967963763672128,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",ptnubikajaya mill polluted river aek baba cannot use river bathing washing may 2012 fish breeder found thousands fish died dike located hamlet karang sari village sisumut along aek baba flood contaminated waste occurred village 2012,False,6,1.49,1.89,11.71,4.45,69.68,10.77,1,1,1,1,1,1
122,2,0.3940206372273344,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",violates standard potentially indonesian law key violation consultation communities take place described npp documents affected communities participate hcv assessment seia hcv assessment technically flawed fpic process place amdal process carried accordance law sml yet obtained permits prerequisite land clearing,False,6,2.76,1.63,39.4,3.0,37.76,15.46,1,1,1,1,1,1
123,4,0.41222950972330785,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",despite member promoting free products via labeling packaging tv commercials ferrero stated 1 evidence provided ferrero ignored 2 casino promoting sans palmhuille products promote sustainable promoting products required code conduct 3 casino denigrates general offering environmental nutritional perspective makes effort differentiate conventional sustainable effects denigrates general affecting use sustainable promoting products done nothing promote products 4 decision based premise thatan rspomember choose whether commit code conduct depends whether involves food product non food product supported rules 5 casinos advertisement clearly says casino goes fundamental raison detre rspos existence taken whole decision espo contradicts code conduct members 6 final decision contradicts preliminary decision,False,6,3.77,2.91,16.14,5.96,41.22,29.99,1,1,1,1,1,1
124,4,0.3806024331701962,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",points raised npp published challenging time bound plan land clearing ijin usaha perkebunan iup fraudulent statement activity ground issued provincial authority concession boundary filed acop 2013 2014 encroachment deep peat clearance formal complaint lodged aidenvironment 3 april 2015 expected following actions 1 force ioi comply rspos standards procedures including enforce rspos formal procedures state failure address partial certification requirements e h may lead certification suspension consistent certification systems document rules non compliance rspocertification systemsarticle4 2 4 members make misleading unsubstantiated claims production procurement use sustainable code conduct article2 1 2 areas opened ioi groups subsidiaries sks bns ketapang 1 april 2011 must excluded future certification 3 land developed non compliance rspos p certified future 4 request ioi publicly declare ffb land previously developed sks bns bss full legal approval full compliance rspos standards 10 000 ha excluded future certification one rotation whilst committing management regime land bank plantation development allowed post hoc based 5 ioi shall come publicly available proposals remediate compensate sna groups non compliances rspos standards procedures related hcv areas within one month subject review approval relevant complaints panel 6 complaints panel shall guaranteed free vested interest 7 ioi shall appoint accredited cb consultation secretariat verify complaint one complainants key findings accredited cbs ioi worked systemically failed ioi stakeholders ioi groups house sustainability team credibly affirm comment findings accreditation services international asi shall requested conduct verification cost covered rspos regular contract asi 8 ioi shall demonstrate rspos standards procedures complied throughout uncertified land bank includes comprehensive concrete publicly available time bound plans deliver full compliance standards procedures particularly ioi pelita sarawak within 3 months input subject mediated negotiation long teran kanan 9 ioi groups suspension trading cspo shall remain place ioi complainants jointly declare writing aforementioned demands adequately settled fact based negotiation guided rspos impact unit overseen complaints panel subject potential appeal independent review rspos board governors http www ioigroup com content news newsroomdetails intnewsid 813,False,6,2.71,1.63,35.79,3.01,38.06,18.8,1,1,1,1,1,1
125,2,0.7667427564425581,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",synopsis according enquiry national hak tanah malaysia conducted suhakam state government given 1260 acres land dusun begahak 1981 time land alienated felda development raised issue felda right develop land return land originally belonged stated cemetery area developed felda felda enclaved 916 acres said land gave back 25th may 1982 planted fruits crops land received evidence sides evidence needs scrutinised investigated,False,6,1.89,0.93,76.67,1.71,14.23,4.57,1,1,1,1,1,1
126,4,0.7754414236977546,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",1 fpic related issues criteria 2 3 6 4 7 6 bas compensate land owned haji soleh hasibuan 25 hectares village labuhan jurung ujung batu julu 7700 rubber trees planted land 2 principle 2breach law 40 2007 perseroan terbatas corporate law 47 2012 corporate social environment responsibility lack corporate social responsibility csr 3 criteria 5 3pt bas polluted danau meluak,False,6,1.13,0.73,13.93,1.58,77.54,5.09,1,1,1,1,1,1
127,2,0.8715365103490953,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",nagari kapa long demanded clarity extent php 1s nucleus estate 7 march 2014 provincial office national land agency bpn west sumatera carried land measurement village involving staffs php 1 nagari representatives leader nagari kapa however raised objection process results said transparent demand proposed solution measurement fully involves representatives customary law nagari kapa process phases including recapitulation process end request accompanied ngo wide experience participatory mapping php1 hgu certificate lands nagari kapa growing palms since 1997 hgu decree sk hgu fully understand php1 needs customary lands development invested large amount money therefore would ask php1 leave lands would ask php 1 terminate operation proposed solutions facilitated wilmar fpp nagari kapak meeting 19november 2014 kuala lumpur parties agreed bring issues bpn head district pasaman barat,False,6,1.15,0.45,87.15,0.81,7.7,2.73,1,1,1,1,1,1
128,2,0.6329906572341193,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",synopsis gar subsidiary kartika prima cipta kpc acquired land local dayak malay communities free prior informed consent kpc done hcv study prior developing land gar taking lands first land tenure studies participatory mapping providing adequate information communities implications land surrenders kpc going setting aside land hcv areas resulted reduction land holding communities eighteen gar subsidiaries operating appropriate hak guna usaha breach legal requirements operate plantation indonesia points raised 1 kpc persistent violation p c pertaining hcv assessment recognition customary land right free prior informed consent fpic lack fpic local dayak malay people process acquiring land 2 land take done land tenure study participatory mapping 3 lhcv assessments done late final consultation may 2014 4 dissatisfaction among smallholders resentment reduced plot size set aside hcv rather included plasma scheme 20 5 set aside land hcs area made provision customary land uses tenure local people livelihood 6 gar parent 18 subsidiaries listed acting violation new planting procedure npp submitting information knows false hgu sixteen 16 eighteen 18 concessions npp submitted 7 assessors endorsed gar’s hcv assessment esias social engagement actions violation responsibility provide impartial assessment compliance principles criteria remarks criteria gar requested withdraw new planting procedure npp submission secretariat decided shall remain website pending resolution complaint,False,6,1.83,0.99,63.3,1.84,24.7,7.35,1,1,1,1,1,1
129,2,0.7407211847438641,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",clearedand planted land submitting new planting procedure notifications public consultation used intimidation failed secure free prior informed consent fpic communities prior developing land share information requested complainants engage bilateral negotiations enquiries relating complaints henrison inti persada proposed new planting area west papua npp notification downloaded,False,6,1.67,0.86,74.07,1.6,16.76,5.03,1,1,1,1,1,1
130,4,0.7172523990039816,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",synopsis failed establish plasma scheme communities accordance national laws indonesia failed use local labour contractors operations plantations polluting local waterways resulting health hazards villagers causing fish populations decline,False,6,1.22,1.54,9.52,3.53,71.73,12.46,1,1,1,1,1,1
131,2,0.6700910635842999,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",cleared planted land customary land new cess grand bassa county liberia seeking expand plantation free prior informed consent communities objecting carrying survey existing concession area,False,6,2.75,1.43,67.01,2.59,19.39,6.84,1,1,1,1,1,1
132,4,0.3714549230280318,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",raised following questions 1 gpb explain fact plantation expansion 22 000 ha new planting procedure requirement took effect january 2010 placing prior notice website comment 2 gpb active development mspo standards striving achieve certification standards 3 gpb plan start certification process malaysia 10 years joining basis complaint genting plantation annual reports 2010 2011 2012 indicates new plantings since 2010 http www gentingplantations com ar12 index htm however received npp notification request genting,False,6,2.54,1.82,22.68,3.36,37.15,32.44,1,1,1,1,1,1
133,4,0.380332204335199,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",rspos code conduct members members expected propose time bound plan bring mills plantations conformity standard subject operations independent third party verification operations certified compliant 2012 genting plantations announced intention bring operations full compliance standard 2025 see website time bound plan suggests tactics delay rather real commitment implementing standard contend genting plantations subsidiary tanjung bahagia sdn bhd multiple violation rspos principles criteria failing address communitys concerns land acquisition pollution conservation hcv areas open transparent communication consultation dispute resolution mechanism resolve issues complained update case found dsf written member complaint answer received 26 august 2013 currently waiting response,False,6,2.78,1.68,34.47,3.1,38.03,19.93,1,1,1,1,1,1
134,4,0.516936477078093,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",named practising open burning resulting haze peninsular malaysia singapore reached hazardous levels countries acted breach principle 5 environmental responsibility conservation natural resources biodiversity potentially breach principle 7 responsible new planting criterion 5 1 aspects plantation mill management including replanting environmental impacts identified plans mitigate negative impacts promote positive ones made implemented monitored demonstrate continual improvement criterion 5 5 use fire waste disposal preparing land replanting avoided except specific situations identified asean guidelines regional best practice criterion 7 7 use fire preparation new plantings specific situations identified asean guidelines regional best practice complaint filed executive board view fact members named media source fires hotspots analysis conducted two external experts show hotspots analysis jatim jaya perkasa available august 2013 verification submitted based total concession area 11 801 ha 8 200 within hgu 3 601 ha within plasma area actual burning found 22 74 hotspot locations actions taken include 1 intensify fire patrolling hourly hotspot monitoring must submitted central monitoring post 2 revise sops emergency fire procedure land forest fire prevention patrol land forest land preparation water management 3 improve water management according bmps existing cultivation peat4 organize firefighting fire prevention campaign local 5 engage local fire patrolling dry season6 establish database high risk hotspots area draft action plan submitted october 2013 jatim jaya perkasa completed following corrective actions 1 one firefighting team formed 35 members 18 units water pump robin 6 units high pressure water pump tohatsu 4 units motorcycle 1 unit wheel drive vehicle 2 recent hotspot monitoring jatim jaya perkasa downloaded eye haze one hotspot identified march 7 none found field verification 3 jjp implemented water management fire preventionsystem,False,6,2.32,4.47,11.67,12.2,51.69,17.65,1,1,1,1,1,1
135,4,0.4343114795732719,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",cleared hcv forest planted tanjung puting national park violations indonesian national laws planted coastal reserves riparian land prohibited indonesian laws acknowledged complaint despite fact andalas sukses makmur member pledged address issues raised complaint 20 september replied saying bilateral talks parties concerned resolve issues,False,6,2.44,1.6,31.93,3.0,43.43,17.6,1,1,1,1,1,1
136,2,0.7964427712859297,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",acquisition collingwood plantation pte ltd kuala lumpur kepong bhdis breach national laws papua new guinea land question property collingwood bay communities claiming customary ownership said land,False,6,3.33,1.03,79.64,1.82,10.35,3.81,1,1,1,1,1,1
137,4,0.4747858672686069,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",member violated principles criteria clearing hcv forest endangering lives orang utans found formal complaint filed allegations result directive seeking clarification response letter submitted attached reviewing specific complaints received contents companys response letter determine next cause action member released following statement update 26 aug 2013bga responded decision complaints panel 30 july 2013 complaints panel deliberate response early sept 2013 update 22 november 2013a meeting conducted 8 november 2013 summary meeting listed bumitama decided transfer membership parent bumitama agri ltd b clearance activities ceased since oct 2013 c bumitama comply new planting procedures future clearance bumitama conduct independent verification encroachment deforestation allegation e lsm implement actions instructed complaints panel stated joint statement 24 sept 2013 update 15 january 2014action 3 refer joint statement dated 24 september 2013 two meetings conducted 17 december 2013 lsm bumitama complainants yiari bksda 22 december 2013 lsm bumitama yiari follow orangutan monitoringand riparian conservation project two main actions meetings listed lsm conduct vegetation enrichment riparian area 484 ha collaboration yiari bksda skw dishut ketapang b special task force formed consisting bksda skw 1 dishut ketapang yiari representatives lsm implementconservation project monitor relocation orang utan action 4 refer joint statement dated 24 september 2013 three npp notifications submitted bumitama published npp website sop npp submitted 9 december 2013,False,6,1.89,1.11,40.38,2.22,47.48,6.92,1,1,1,1,1,1
138,2,0.8273879574102212,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",allegations sumber hasil prima sinar sawit andalanhas failed share communities effective plans development started land clearing works hak guna usaha communities disputing right lands concessions charging proper fpic process used child labour developing plantations remarksrspo meeting good hope 16 july 2014 discuss action plan member promised comply documents activites end august member submitted progress related documents 16 september 2014 complaint coordinator review wait response,False,6,2.1,0.62,82.74,1.13,10.11,3.3,1,1,1,1,1,1
139,4,0.4398292640833924,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",cleared hcv forest habitat various endemic animals including orang utan formal complaint filed allegations result directive seeking clarification response letter submitted attached reviewing specific complaints received contents companys response letter determine next cause action,False,6,2.41,1.35,39.68,2.6,43.98,9.97,1,1,1,1,1,1
140,2,0.7825951754500289,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",synopsis family member employee injured commotion plantation ensuing medical condition injury rendered unable work complaint made enable enlist help securing insuring benefits injuries remarks acknowledged complaint engaged bilateral negotiations amicable solution reached assisted securing necessary insurance benefits,False,6,2.92,0.81,78.26,1.47,12.47,4.08,1,1,1,1,1,1
141,5,0.9261760048169463,"eof, forest, mill, illegal, gar, plantation, bukit, plantations, ffb, grievance",synopsis carrying illegal logging 540 ha kawasan budidaya kehutanan kabupaten kutai kertanegara planted land outside concession area planted land outside hgu remarks written member preliminary findings 4 june 2013 based evidence furnished box complaint legitimate refer rspo’s complaints process flow member since met 26 july 2013 relevant documents pertaining allegations made available investigation,False,6,0.33,0.42,1.62,0.78,4.24,92.62,1,1,1,1,1,1
142,4,0.6188838000647293,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",centre orangutan protection cop recent clearing high conservation value areas taken place gunta samba jaya involving orang utan habitats written member awaiting formal reply member update indofood agri met complainants mar 2013 agreed stop land clearing ii file reports ministry forestry set evaluation team iii team make evaluation concession area identify hcv develop conservation action plan iv team submit follow result based information salim ivomas pratama gunta samba subsidiary gunta samba jaya,False,6,2.52,2.21,19.14,4.93,61.89,9.32,1,1,1,1,1,1
143,4,0.450181160571628,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",member replaced many products promoting free products initiated aggressive campaigns aimed denigrating general mainly environmental perspective blaming deforestation threateningendangered species fuelling negative perception use among consumers referring general way making distinction betweensustainable promoted non sustainable failure promote use sustainable makes fall back solution failure acknowledge benefits sustainable environmentalperspective finally willing resolve matter despite direct contacts madeby ferrero complaint made ground systeme u undermining objectives enshrined vision mission breaching code conduct,False,6,3.4,2.71,15.54,5.67,45.02,27.66,1,1,1,1,1,1
144,2,0.8742053290279096,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",mekar bumi andalas currently contact member complainants initial discussions parties coordinated held reviewed materials submitted complainants seeking verification organization public update provided soon formal response received member organization,False,6,1.55,0.46,87.42,0.82,7.22,2.53,1,1,1,1,1,1
145,4,0.4339821572040203,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",member 1 initiated campaign aimed denigrating general well asproducts containing tag line campaign l huile depalme c est nul translated rubbish 2 fuelling negative perception france parts world 3 launched number free products brand andpromotes denigrating statements general wellas disparaging comparisons competing products containing including ferrero groups nutella 4 refers general way making distinction betweensustainable promoted non sustainable 5 fails promote use sustainable 6 hasnt willing resolve matter despite direct contacts made ferrerogroup,False,6,3.57,2.8,15.83,5.82,43.4,28.58,1,1,1,1,1,1
146,2,0.8950667876129331,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",dissatisfaction terms koperasi unit desa kud credit repayment led peaceful protest villagers however 8 june 2010 villager shot security forces protest acknowledged complaint engaged dialogue family victim ibu yusniarhas compensated,False,6,1.3,0.4,89.51,0.73,5.93,2.13,1,1,1,1,1,1
