BOW_Word,BOW_Frequency,TFIDF_Word,TFIDF_Score
dialogue,4,violence,2.514000720290018
harvesting,4,verification,2.5125686348144796
poligrow,4,ensure,2.5124800908608447
berhad,4,clear,2.5106343186165057
poor,4,risk,2.5102885474224843
prepared,4,cover,2.5097189678670073
preliminary,4,40,2.5066466071819105
pratama,4,lines,2.503983282887608
tree,4,collingwood,2.502397176984768
treatment,4,damai,2.499162837613305
tuv,4,approximately,2.4946431228269654
29,4,negative,2.4944685714092643
locations,4,status,2.4905078585933405
commitments,4,nafasindo,2.48990977977923
specifically,4,wrote,2.48990977977923
specific,4,talang,2.4895458785183884
maintain,4,commenced,2.489218325136239
muara,4,securing,2.4884299393784843
named,4,criminal,2.4788162835880057
haze,4,represented,2.4767153990215274
help,4,kemboja,2.4718618069889
hotspots,4,jernih,2.4718618069889
holding,4,organization,2.468701475799445
certificates,4,kaliau,2.467252996093576
certificate,4,fraud,2.4656222051184704
capitol,4,sandabi,2.465069086969891
causing,4,sil,2.465069086969891
long,4,ngo,2.4579951911345113
logging,4,44,2.4572043557925456
compensate,4,certificates,2.454078260226266
responded,4,gp,2.4539703049390367
appears,4,000,2.4458452523922274
transferred,4,end,2.4457834463278947
39,4,accident,2.4442738553335244
hours,4,sabah,2.443811292737066
bonus,4,main,2.44274115050176
peru,4,invasion,2.4386547353303833
deep,4,occurred,2.4295804723052
imbo,4,tahun,2.4289707130500786
nusa,4,uu,2.4289707130500786
notifications,4,pn,2.4257331089834624
notification,4,15th,2.4252410195924514
obligations,4,accountability,2.4252410195924514
started,4,listing,2.4252410195924514
start,4,tuk,2.4252410195924514
stock,4,abuses,2.4252410195924514
subsistence,4,agreed,2.4231560749018426
subject,4,proposed,2.419964348545278
adequate,4,sip,2.417427403026522
lives,4,damaged,2.417427403026522
ijin,4,mamuang,2.414311492499738
includes,4,medco,2.4054638133884367
include,4,logging,2.401589123811788
dagi,4,excavator,2.3992984013841108
threatened,4,incident,2.3992984013841108
throughout,4,governor,2.396974730667329
took,4,participate,2.394763349351762
title,4,ql,2.3893443188126895
brands,4,vi,2.388516378826462
reviewing,4,veroleum,2.3870067324364204
return,4,activity,2.383130177670748
activity,4,aspirasi,2.3784807075911125
supplying,4,kristal,2.3784807075911125
link,4,flawed,2.3774749790092646
alm,4,cbip,2.3738071397967806
series,4,significant,2.373731645476295
agropalma,4,agung,2.3726647024969845
perkebunan,4,tbl,2.3713089411760606
influence,4,relevant,2.3702438672229267
interest,4,practice,2.3688327429912768
bound,4,garut,2.366140814807654
run,4,condong,2.366140814807654
rubber,4,line,2.3651185554325753
sabah,4,existing,2.36321872033139
occurred,4,villager,2.3610208095458107
obtaining,4,reduced,2.3594732195748387
office,4,killed,2.35529863192295
businesses,4,collection,2.351388339133173
amongst,4,bilah,2.3508931045786756
liberia,4,named,2.349865352295709
currently,4,barisan,2.3477368533244567
involves,4,artha,2.3477368533244567
sarana,4,susantri,2.3444938817597976
scale,4,responsible,2.3408513800621176
say,4,relation,2.338091296731294
analysis,4,child,2.3362151355013987
amount,4,transferred,2.335858685746924
participate,4,ongoing,2.322240944763794
boven,4,establish,2.3216863864987896
crude,4,adequate,2.3211425123040046
jair,4,ganda,2.320450319961423
koperasi,4,palma,2.3203264791124596
kutai,4,hours,2.3162965140808893
controlled,4,requested,2.3159779812529937
continues,4,sufficient,2.3153272123894153
late,4,deforestations,2.3127053751226962
landowners,4,meters,2.306608617086728
corpamag,4,pkpp,2.3061933042625538
credit,4,retired,2.3030808755513594
accepted,4,embezzlement,2.3030808755513594
operated,4,administration,2.3030808755513594
others,4,obtained,2.3010228279697325
ordered,4,return,2.2950747812715586
palma,4,audits,2.2900676511140547
jul,4,sukajaya,2.2874128793483037
kapa,4,kinjil,2.2874128793483037
corporation,4,forested,2.2873497226145334
ketenagakerjaan,4,smallholders,2.2871420061343555
see,4,level,2.2847480191702068
securing,4,widjaja,2.2844826743267728
secondary,4,plans,2.279961201917981
open,4,treatment,2.2769816702894428
orang,4,35,2.2769242167268087
killed,4,publicly,2.273380458424947
kotawaringin,4,remarks,2.2636127781631123
kota,4,region,2.2543541629080117
ferrero,4,access,2.2480798684685364
pusaka,4,79,2.247505154157469
authorities,4,appropriate,2.2469939479324212
established,4,ofongoing,2.244597916082771
existing,4,wpp,2.244597916082771
walhi,4,complying,2.2436894752343766
wage,4,freedom,2.237219646577237
engage,4,timber,2.233720578350571
widjaja,3,depth,2.2311659875122167
either,3,refer,2.2265279953325265
engagement,3,hapakat,2.2241488081710776
enhance,3,koling,2.2241488081710776
endorsed,3,imagery,2.2189242867331185
energie,3,37,2.214120361487093
receipt,3,processed,2.2138315853753023
waiting,3,dialogue,2.2126826191271842
extractora,3,sea,2.2123712833756395
exploitations,3,industry,2.211060993285353
exposes,3,respond,2.204701904588561
expansion,3,lembaga,2.2008766218925113
rdquo,3,threats,2.199892789621694
reached,3,sanjung,2.196741065480094
showing,3,sawita,2.1915461798711395
sinar,3,resolve,2.190465925106563
similarities,3,alas,2.1864577209703455
sime,3,kusuma,2.1864577209703455
sisirau,3,ndpe,2.185223671052371
milieudefensie,3,carry,2.18041629948394
mexican,3,sanggau,2.1783114402170303
metres,3,extend,2.1739780093808183
monitor,3,moratorium,2.1728648988202943
whole,3,boundaries,2.171560617913783
young,3,basic,2.1687749066319943
entry,3,corporations,2.1687749066319943
aspects,3,violate,2.1687749066319943
asmr,3,similarities,2.1687749066319943
ask,3,solidarity,2.1687749066319943
quality,3,notification,2.1680918139418295
taking,3,mexican,2.1655441331412875
jambi,3,bsl,2.1633021992212185
buying,3,network,2.1577433558763452
organization,3,agricultural,2.1550656176101697
padasa,3,fr,2.1549617290080167
samudera,3,extra,2.1548221084601886
samba,3,supplying,2.153159256552602
conversion,3,point,2.1525271790098865
corporations,3,air,2.151427953322805
kelompok,3,allowance,2.1488621960053376
kebun,3,production,2.148684161486457
karya,3,credit,2.1455710245043917
khatulistiwa,3,project,2.143909954080443
key,3,prafi,2.143193512295171
sea,3,results,2.1398466027895466
air,3,regards,2.1383464758984045
kuala,3,expand,2.133442031643581
lahat,3,shall,2.1334149945187226
lada,3,forces,2.123228273004328
laborers,3,investigated,2.1227044143848532
landscape,3,sintang,2.119776255677565
contested,3,incomplete,2.118588561653657
supplies,3,violates,2.117423815281878
calcium,3,oct,2.117281047657741
casino,3,submitting,2.1165900555984902
it,3,late,2.114790804412654
jatim,3,eku,2.113975589690642
tahun,3,forcible,2.113975589690642
systems,3,withholding,2.1118477826546163
absent,3,lahat,2.1093852839542753
abn,3,bpj,2.1092477641605187
talang,3,chemicals,2.10762049418084
tempo,3,kompas,2.105401620174294
that,3,la,2.1003580496789387
teupin,3,expansion,2.095503930012733
60,3,stacking,2.095154726961021
intimidate,3,resolution,2.093938225614372
course,3,syaukath,2.089076884745103
salary,3,nanggroe,2.089076884745103
parent,3,ss,2.089076884745103
par,3,darussalam,2.089076884745103
boundary,3,arrangement,2.0860779632823516
boundaries,3,materials,2.084925207029861
crr,3,kkpa,2.084030734958305
ivo,3,disputing,2.0837074842954295
iv,3,hpg,2.082285614447188
iup,3,holding,2.0816822717705583
kumbango,3,landscape,2.0806748104914927
oct,3,reviewed,2.080228162636841
occupational,3,civil,2.0774905356805884
cannot,3,calcium,2.076978778463799
campaign,3,carbonate,2.076978778463799
summary,3,unions,2.0766135357252886
surrounding,3,violating,2.076010209463333
accumulating,3,surrounding,2.074138863850377
ldquo,3,7workers,2.0694088694872437
concrete,3,refuse,2.0694088694872437
addition,3,terminating,2.0694088694872437
breaching,3,deny,2.068384350906696
breaches,3,decision,2.0677088632700094
technical,3,kota,2.065914672376312
tbk,3,dsf,2.0643832576947756
tenure,3,600,2.0630224122206946
ten,3,make,2.058256306310513
sufficient,3,besar,2.057494313770747
acquiring,3,asam,2.057494313770747
lines,3,compensate,2.057124806833835
line,3,haze,2.0552955594412694
complied,3,hhk,2.0540635687503412
sept,3,accepted,2.0532756272788037
sent,3,open,2.051723257394033
darby,3,grower,2.049464143416597
damaging,3,anggara,2.0417893260172417
instead,3,dap,2.0417893260172417
input,3,dian,2.0417893260172417
investigators,3,director,2.0386858498147293
invasion,3,commissioner,2.0386858498147293
andthe,3,pte,2.037027936567869
peaceful,3,kuala,2.035375537671982
paths,3,promote,2.0345642932821244
declaration,3,intimidate,2.034182579781888
implement,3,manufacturers,2.0267090858683883
incomplete,3,ifc,2.0266785689076703
included,3,lake,2.0249677024035293
incidents,3,banks,2.0249677024035293
death,3,marsedan,2.0249677024035293
terminated,3,mou,2.0210447595435244
threatening,3,kelinjau,2.0210447595435244
in,3,129,2.019249324189283
reuters,3,necessary,2.016497667603985
riparian,3,took,2.014941369979612
bpn,3,referring,2.0133522436831255
permai,3,guidelines,2.012719359467355
acts,3,angin,2.009256243253744
sukajaya,3,drpa,2.009256243253744
suhaid,3,dewa,2.009256243253744
represented,3,rencana,2.009256243253744
ifc,3,perangin,2.009256243253744
deforestations,3,sept,2.009132507559006
numerous,3,medical,2.0053007883138996
nothing,3,cut,2.005019205503468
standing,3,act,2.0043309725977387
livelihood,3,commitments,2.0028680028805264
network,3,victim,2.0013430592989607
images,3,auditors,2.0012540171965054
imagery,3,bad,2.0011198711216114
ignored,3,indicative,1.9996265305703327
important,3,gpb,1.9987504968486185
implementing,3,adi,1.9974431916858815
implemented,3,pati,1.9974431916858815
data,3,aer,1.9958568231833715
declare,3,masawit,1.992082670662966
48,3,hmbp,1.992082670662966
tools,3,currently,1.9903287437176238
transported,3,agreements,1.9894967435852835
tsh,3,suspected,1.986548403940988
trucks,3,logged,1.9861721475378205
50,3,buying,1.9835183908232927
delivered,3,exposes,1.9835183908232927
per,3,big,1.9835183908232927
bio,3,zone,1.9830448941406298
php,3,rainforests,1.981641095954217
photos,3,remarksownership,1.9794221255913942
pgk,3,wana,1.9794221255913942
blocks,3,lido,1.9794221255913942
bksda,3,long,1.9770050566832695
php1,3,tangar,1.9759083305494165
plc,3,ls,1.9756375040804945
demands,3,female,1.974341075573091
demanding,3,akar,1.9689276668002342
demanded,3,jaman,1.9689276668002342
centre,3,forestalestari,1.9689276668002342
negotiation,3,kembiri,1.9689276668002342
note,3,dwikarya,1.9689276668002342
no,3,agrindo,1.9687005401985398
carbonate,3,list,1.9672842335105178
cbp,3,ssn,1.9632944862851711
longer,3,budi,1.9601782034891284
lokasi,3,ground,1.9596940291603162
concerned,3,th,1.959163636435552
resulting,3,deru,1.959163636435552
appropriate,3,thp,1.959163636435552
applicable,3,semangat,1.959163636435552
polluting,3,eh,1.9587712936653694
aforementioned,3,vma,1.9587712936653694
ssn,3,varia,1.9587712936653694
stage,3,abn,1.9586907412414658
sss,3,tempo,1.958563276289936
lousy,3,nigeria,1.9558819587491925
month,3,isp,1.955631616092776
nanga,3,deeds,1.9548010856012308
hcsa,3,modification,1.9548010856012308
hazardous,3,remove,1.9548010856012308
hence,3,data,1.9536946047059485
hired,3,par,1.953566892513685
homes,3,rokan,1.952492113735442
holidays,3,way,1.9517954998490343
holders,3,say,1.9517853806895886
deductions,3,toxic,1.9511676178921293
demonstrate,3,absence,1.9507074024798636
hardaya,3,citra,1.950093681584013
healthcare,3,resolving,1.9474112678963131
point,3,shp,1.9472572235223482
big,3,samba,1.946823577355229
ppe,3,gunta,1.946823577355229
power,3,customer,1.9439567937300422
bersama,3,corpamag,1.9411188982493635
uganda,3,sdi,1.9387946196924717
unjustifiably,3,tirta,1.9382933143617513
unions,3,nearby,1.9366313488660678
28,3,poligrow,1.934737030669936
40,3,lirik,1.9331187052333645
unilaterally,3,domas,1.9331187052333645
hcvs,3,rim,1.9309383382215561
comprehensive,3,benua,1.9309356970440066
complete,3,gerbang,1.9309356970440066
necessary,3,abm,1.9309356970440066
nearby,3,abdi,1.9309356970440066
nbpol,3,clearances,1.9266640434028144
mainly,3,specifically,1.9228853730254554
mahmudin,3,criterion,1.918961003200246
madu,3,endorsed,1.9176685508001947
madoss,3,investigators,1.914333251355512
malaysian,3,lives,1.9129107134475398
maintaining,3,going,1.9124605268659278
manufacturers,3,promoting,1.9105411508560168
prigel,3,136,1.909523722752309
prevention,3,60,1.9075227639464896
basic,3,dismissals,1.9070449580414321
denigrating,3,astra,1.9060236759262157
determined,3,bring,1.9056812561935916
determine,3,harita,1.904905471745857
smallholders,3,tiga,1.9038535628241873
solidarity,3,mkk,1.8980199336358843
so,3,controlled,1.8976048615342482
commenced,3,groups,1.8971390052750015
come,3,grievances,1.8952521048373858
sending,3,kurnia,1.893713930940881
severance,3,snares,1.8936494920868108
unsustainable,3,catch,1.8936494920868108
utan,3,ypph,1.8931789451562413
user,3,yp,1.8931789451562413
35,3,preliminary,1.8921923315376512
gunta,3,withheld,1.8912248239058809
guidelines,3,hotspot,1.8894504245705848
residents,3,sumbermas,1.8878318112145867
requests,3,sent,1.8866598471489882
chemicals,3,mahmudin,1.8859633041069275
disputing,3,chora,1.884658187484844
fulfil,3,abadimas,1.884658187484844
gkm,3,fraudulent,1.8811834749663492
disposal,3,started,1.8804133889041386
beneficiary,3,solution,1.8787731996616321
beneficial,3,58,1.8786807984006257
president,3,tandan,1.8786807984006257
presco,3,canal,1.8767212928016737
processed,3,engage,1.8732188973443118
programme,3,certificate,1.8721300611027754
discuss,3,aek,1.8691421639399064
gpb,3,baba,1.8691421639399064
goods,3,mujur,1.8686151978424121
going,3,worst,1.8686151978424121
agreements,3,sikarakara,1.8686151978424121
smart,3,mahkota,1.8686151978424121
venture,3,pasifik,1.8686151978424121
friends,3,product,1.8667539284564794
freedom,3,pinang,1.8659023344421377
shared,3,lamandau,1.8654775275583355
signed,3,omitted,1.8649097679476097
aimed,3,locations,1.8639503122693135
map,3,mistreatment,1.8622409756930292
material,3,showing,1.858790486400482
mediator,3,registered,1.854923594938764
mechanisms,3,fair,1.8546830476857905
child,3,lkpp,1.852019555459857
fraudulent,3,wrongful,1.8506420690615661
furnished,3,cbp,1.8492503440570789
funds,3,reuters,1.8492503440570789
fully,3,delivered,1.846873786559482
dissatisfaction,3,84,1.8460820866411058
forested,3,106,1.8447143469340144
forces,3,saudara,1.8447143469340144
former,3,fajar,1.8447143469340144
rendi,3,systems,1.842761581482563
apr,3,follows,1.8420792192757207
approximately,3,deep,1.8377801850676754
approx,3,andthe,1.8349029892601063
asia,3,involves,1.8336608364606568
asi,3,authorities,1.8319849900222966
article,3,providing,1.8286540590382725
arrtu,3,supplies,1.828185573588824
remain,3,rdquo,1.827270207435236
promise,3,ldquo,1.827270207435236
become,3,sml,1.8268323325319473
prohibiting,3,rivers,1.8210388790665195
ventures,3,rpr,1.8194642179805287
villages,3,948,1.8185782609458392
video,3,declaration,1.8178725940266427
vi,3,continues,1.8159593254790882
veroleum,3,unit,1.815372457511798
vital,3,saham,1.8138851522821595
violence,3,pahang,1.8138851522821595
financial,3,aspa,1.8138851522821595
protest,3,amanah,1.8138851522821595
protect,3,updates,1.8109541638725086
baru,3,established,1.8092951031458577
pte,3,year,1.8081915008149503
providing,3,abraka,1.8049404837788665
provides,3,analysis,1.8044962484657985
purchase,3,lpf,1.7999488105624915
flow,3,gkm,1.7975422081018475
dsf,3,binabakti,1.7965939048876913
assessor,3,brahma,1.7965939048876913
willing,3,mining,1.794767481583234
109,3,stage,1.7927811154959308
woolworths,3,petapahan,1.7918458490287552
recently,3,led,1.79035682214299
recent,3,regard,1.78824105703752
violating,3,empowerment,1.78824105703752
violates,3,building,1.78824105703752
violate,3,market,1.7879264976522493
farms,3,putui,1.7831092886310798
uu,3,imbo,1.7831092886310798
aside,3,resulting,1.7830159027824222
associated,3,standing,1.7805643109506748
referred,3,labourers,1.775095310065863
region,3,orang,1.77356266249654
agung,3,responded,1.7725906666315496
already,3,takes,1.7688882586403827
operational,3,328935,1.7653631986010832
kesehatan,3,055243,1.7653631986010832
known,3,different,1.7636206964573842
kkpa,3,energi,1.763616241301084
kinjil,3,provides,1.7634690671031286
enam,3,summary,1.7583329505036258
which,3,burnings,1.7578333969680293
extra,3,andalas,1.754312307888021
economic,3,buys,1.75192610472396
fails,3,officials,1.750924499607685
farming,3,sta,1.7508452074178744
female,3,flora,1.7508452074178744
fees,3,agug,1.7508452074178744
1967,3,perdana,1.7508452074178744
rainforests,3,mainly,1.7498713293746326
collaboration,2,agroindo,1.7481180867426842
tax,2,serumpun,1.7481180867426842
taxes,2,kresna,1.7481180867426842
coconut,2,duta,1.7481180867426842
deliberate,2,kda,1.7481180867426842
takes,2,lidung,1.7481180867426842
regional,2,requests,1.7426732486729417
abraka,2,113,1.740083814447207
depth,2,sou,1.7399440307964613
containing,2,derawan,1.7399440307964613
abuses,2,threatening,1.7394990405691009
depends,2,tr,1.7370329882516455
sia,2,setia,1.7331415860396977
care,2,sal,1.7331415860396977
regenerating,2,partly,1.7331415860396977
carry,2,samudera,1.732650225589245
kurnia,2,video,1.731100531005897
arrest,2,tools,1.7298065444135329
talk,2,requirements,1.7290954640587732
hoskins,2,subsequently,1.7287362763249225
absence,2,widya,1.7273217660845663
tegas,2,mip,1.7273217660845663
butaw,2,corp,1.7273217660845663
refused,2,q4,1.7249424757561331
clarification,2,norpalm,1.7234667027809347
clara,2,protesting,1.72000777970716
officials,2,scale,1.7146821247472728
temporary,2,waiting,1.714402041070207
held,2,trust,1.7137257541122832
collecting,2,dissatisfaction,1.7124786511168382
hectare,2,temila,1.7122224232265022
regulation,2,pratama,1.708052726154631
hearing,2,kahayan,1.7074727989030185
controlling,2,mustika,1.7074727989030185
tantahan,2,agrotama,1.7074727989030185
obtain,2,guntur,1.7074727989030185
hl,2,bintuni,1.7074727989030185
reduction,2,contact,1.7019915135991093
recruitment,2,help,1.6985467616382568
rj,2,cp,1.6981141492379057
constitutional,2,aspects,1.6974529753435423
highlighting,2,kapa,1.6966785325760891
heavy,2,megakarya,1.6895454197267508
regards,2,purchase,1.6882343896918384
regardless,2,held,1.6881728726931498
identify,2,office,1.6881599883922735
relinquishment,2,directed,1.6869296948301182
koto,2,rightful,1.686914280602349
ibzi,2,cultivated,1.686914280602349
kpi,2,circular,1.685573965481865
suspend,2,74,1.6836646903690808
suspended,2,sjal,1.6826261313157427
accountability,2,gunas,1.6826261313157427
talks,2,prepare,1.6826261313157427
accredited,2,45,1.6823719175941927
kpj,2,918,1.6823719175941927
accused,2,boven,1.681471775289832
relationship,2,districts,1.681471775289832
aceites,2,digoel,1.681471775289832
relation,2,jair,1.681471775289832
kpn,2,fofi,1.681471775289832
defenders,2,malaysia,1.679187994920767
deer,2,united,1.676465838207903
hunting,2,505,1.6748496582003465
nucleus,2,reduction,1.674146054190948
arrangement,2,beneficial,1.6741321982491635
taman,2,agriprima,1.6738332164800007
http,2,controlling,1.6712705079510157
nyoto,2,chains,1.6695633652081119
hsa,2,affects,1.6689819775481107
hrj,2,restrictive,1.6689819775481107
hpk,2,competition,1.6689819775481107
massive,2,antitrust,1.6689819775481107
hpg,2,revocation,1.666879548484591
tangar,2,tapang,1.663433357085577
table,2,kiungkang,1.663433357085577
deemed,2,dan,1.663433357085577
deeds,2,ria,1.6621525667756434
koling,2,bgr,1.6621525667756434
denigrates,2,gembira,1.6621525667756434
agra,2,bahari,1.6621525667756434
agincourt,2,info,1.6621525667756434
mass,2,facilitated,1.6608237291194299
asked,2,62,1.6607127781003512
demand,2,prakarsa,1.6607127781003512
regency,2,residents,1.6604466211580617
housing,2,gloria,1.6585331140940882
rather,2,tothe,1.656703992346479
rates,2,built,1.6562721230919035
grower,2,gsk,1.6560737175360614
told,2,palmina,1.6538211591633427
disclosed,2,bssu,1.6518301307476022
rare,2,117,1.6518301307476022
thrown,2,parent,1.6496356206910185
thru,2,endangered,1.6471600831685356
disagreements,2,agincourt,1.6446326677932663
means,2,martabe,1.6446326677932663
directly,2,includes,1.643807549816942
directive,2,quality,1.641894731082349
directed,2,purchasing,1.6276228170248188
tica,2,140,1.6268084450373308
budi,2,247,1.6268084450373308
tiga,2,buyu,1.6268084450373308
settlement,2,bybahtera,1.624084155857007
hacienda,2,kenegerian,1.624084155857007
gusti,2,outlined,1.624084155857007
guntur,2,topics,1.624084155857007
thus,2,adat,1.624084155857007
tothe,2,receipt,1.6237712188952251
contains,2,operate,1.6221257492564345
toxic,2,question,1.61958546866456
auriga,2,unilaterally,1.6195513189924462
good,2,merauke,1.6168839335357403
gone,2,alerts,1.6168839335357403
goes,2,glad,1.6168839335357403
content,2,accompanied,1.6119924253373819
contents,2,asml,1.611691251744572
operates,2,bersaudara,1.6101675014105898
ratification,2,590,1.6095829727147086
tingang,2,coconut,1.6092318530152332
buys,2,consider,1.6091617122649327
granted,2,biased,1.6091617122649327
graha,2,produced,1.6091617122649327
grab,2,dusun,1.6068695719689523
commission,2,aforementioned,1.603376091780133
rpr,2,pergulaan,1.6023322366687072
snares,2,ketenagakerjaan,1.6002491888829347
gsk,2,dissapointed,1.599943347099635
today,2,unico,1.599943347099635
great,2,sri,1.599943347099635
online,2,utilize,1.599943347099635
asian,2,demarcated,1.599943347099635
comapnies,2,noise,1.5993999114053445
operate,2,yulided,1.5962010377513707
mapiripan,2,nia,1.5962010377513707
hasil,2,highlighting,1.5947121364757493
lahan,2,hazard,1.5914462526438689
aa,2,deduction,1.5914462526438689
attached,2,unsafe,1.5914462526438689
came,2,exposure,1.5914462526438689
tigo,2,obligations,1.5911535597626063
astra,2,threatened,1.5901032813781877
harita,2,farming,1.5895645405878556
testimony,2,equipmentlabourer,1.588815468695355
deny,2,equipmentno,1.588815468695355
devastation,2,menteng,1.5876294390797514
canal,2,150,1.5876294390797514
assisted,2,penghijauan,1.5876294390797514
detailed,2,reached,1.5874276462197063
measurement,2,date,1.586783898651816
thatbetween,2,resource,1.585702879889069
600,2,disagreements,1.5835843707573232
langkat,2,bas,1.5814892098747084
settled,2,langkat,1.5802432898725864
oppuk,2,distributed,1.5763346261940163
comment,2,map,1.5756079983164697
guarantee,2,protect,1.571306424735698
labelling,2,iup,1.5690594930641355
options,2,hotspots,1.5686809007163567
hapakat,2,gss,1.568464548047328
hap,2,lowlands,1.568464548047328
labor,2,nabati,1.568464548047328
ongoing,2,thatbetween,1.568452001385467
handed,2,fairco,1.5656323905617484
hamparan,2,kumai,1.5640026961383904
oleochemical,2,gps,1.5640026961383904
receiving,2,944,1.5640026961383904
asj,2,ks,1.5640026961383904
omitted,2,willing,1.5635686355330884
designated,2,graha,1.5631663476230135
rrr,2,notifications,1.5626603321026704
threats,2,shared,1.5623514658243907
different,2,kgp,1.561993984429528
though,2,bnm,1.561993984429528
step,2,cng,1.561993984429528
montes,2,exploitations,1.561962599308703
monthly,2,referred,1.5604443590588615
mopoli,2,fdb,1.55891177952006
resource,2,self,1.55891177952006
stabilize,2,liability,1.55891177952006
stacking,2,200,1.5567547053747326
intimidated,2,csc,1.55646465532458
resolving,2,psm,1.55646465532458
humanitarian,2,additionally,1.55646465532458
sml,2,sap,1.55646465532458
stake,2,images,1.5523892278408402
irregularities,2,transported,1.5507756127388348
stakeholder,2,recent,1.5498655976948152
resigning,2,specific,1.5495944615545527
resumed,2,handed,1.5468221023260311
slips,2,villages,1.546367520574663
spmn,2,declared,1.5451857571332068
mjsp,2,utan,1.544097591452966
restricting,2,important,1.5433541138956883
stages,2,ilrf,1.5432961053324479
agriprima,2,oppuk,1.5432961053324479
agrindo,2,appears,1.5421371757065927
clarity,2,fulfil,1.5410695679112678
agribusiness,2,large,1.539215446520883
mr,2,enable,1.5388860027485065
sinmardi,2,replanting,1.5379284361931562
insufficient,2,panduhup,1.5368008330435048
aek,2,tantahan,1.5368008330435048
aer,2,forward,1.535999817289971
mujur,2,fraudulently,1.535999817289971
customer,2,cousin,1.535999817289971
investigated,2,policy,1.532566762777535
multi,2,614,1.5310162215830085
multiple,2,0026,1.5310162215830085
single,2,rimbunan,1.5310162215830085
respective,2,influence,1.5300698054889645
kdk,2,plot,1.5300302700397466
mustika,2,ghana,1.5299144901350386
criminal,2,122,1.529803078034552
respected,2,mjap,1.529803078034552
respect,2,complete,1.528185514597268
investigating,2,ferrero,1.5220430774369484
meudama,2,farms,1.5200596604883416
covered,2,receive,1.51575912083593
soil,2,known,1.5138871609264961
mine,2,hcvs,1.5085214326686653
mining,2,included,1.5081572231717435
revoke,2,bribes,1.501902417224182
kahayan,2,madoss,1.499354927927142
socialisation,2,2002,1.4988252438244678
justicia,2,attack,1.497220412921911
misleading,2,elephant,1.497220412921911
critical,2,repeatedly,1.497220412921911
revoked,2,demands,1.4946620551059429
junks,2,promise,1.49464307518699
jun,2,overall,1.4943408573317625
sms,2,tft,1.4943408573317625
julong,2,gars,1.4943408573317625
mistreatment,2,incorporated,1.4943408573317625
jointly,2,perintis,1.4940571328812235
karetindo,2,psa,1.4940571328812235
mitigate,2,andika,1.4940571328812235
kapuas,2,polluted,1.4935780894932833
meters,2,houses,1.4935113401435098
kaliau,2,apporoximately,1.4935113401435098
invited,2,socfin,1.4935113401435098
circular,2,pipe,1.4935113401435098
ja,2,900,1.4935113401435098
citra,2,hap,1.4920089832362813
city,2,kinabalu,1.4920089832362813
iterpa,2,seng,1.4920089832362813
civil,2,nord,1.4891391383958348
skw,2,overlaps,1.4823145529649764
sks,2,beginning,1.4804748584414735
cp,2,fully,1.480382409195744
costa,2,talks,1.4803292709686473
approval,2,recently,1.4793100065599798
mml,2,respected,1.4791845952264353
could,2,lsm,1.4781097750315422
sk,2,claimants,1.4769415828751318
modification,2,taking,1.4734211266802149
moi,2,hcsa,1.4717521350564706
reveals,2,sm,1.4702831033038208
apply,2,dangku,1.4702831033038208
create,2,hp,1.4702831033038208
affiliated,2,allegedlyusing,1.4702831033038208
susantri,2,luak,1.4695569951431702
suspected,2,parit,1.4695569951431702
met,2,iv,1.4690528636224665
cv,2,furnished,1.468337003309403
cut,2,unlawful,1.4661630677156683
dealt,2,socialisation,1.4655470464924945
artha,2,highlighted,1.460054784020745
certifications,2,saraswanti,1.460054784020745
supported,2,peaceful,1.456852679375178
days,2,technical,1.4558391736870226
and5,2,addition,1.4549005280953997
catch,2,hazardous,1.4537198847816044
simpang,2,habitats,1.4524454207233777
remaining,2,witmas,1.452279843264163
announced,2,kapuas,1.4522725526801303
across,2,provident,1.4513932662085056
announcement,2,waymusi,1.4513932662085056
acting,2,crisis,1.4513932662085056
active,2,heroes,1.4513932662085056
indefinite,2,tempirai,1.4513932662085056
next,2,contributing,1.4513932662085056
dayak,2,sinmardi,1.4504747195859513
night,2,taman,1.4504747195859513
rokan,2,lumpur,1.4503393707356347
caught,2,preventing,1.4494422971219376
ilrf,2,decrease,1.4494422971219376
meetings,2,constitutional,1.4478371098243354
aidenvironment,2,key,1.4454804071190674
rehired,2,employee,1.4451733108659859
sustained,2,maintain,1.4391077803974244
rendered,2,stolen,1.437933083931788
meet,2,raided,1.437933083931788
asean,2,meudama,1.4350181193399243
remove,2,le,1.4350181193399243
capital,2,pak,1.4350181193399243
noise,2,conversion,1.4313109922525382
medical,2,participatory,1.430420230963158
date,2,choice,1.4281899725520586
nord,2,entitled,1.4253218145292919
norpalm,2,sacred,1.4246110027019734
round,2,denigrating,1.4219225893228855
agrotama,2,world,1.4201303414491053
decided,2,discussions,1.418857376256893
cbip,2,70,1.4188254127542552
csr,2,41,1.4127730303396737
nabati,2,klk,1.4114639460043608
choice,2,critical,1.4109104320516288
acknowledge,2,mapping,1.4094964440801387
chains,2,governance,1.409468053359578
reserves,2,teladan,1.409468053359578
submit,2,risks,1.409468053359578
damai,2,earlier,1.4091072654375567
six,2,industri,1.4046818367433955
situations,2,entered,1.4037527476088953
accident,2,complied,1.4020489831185323
anti,2,disrupting,1.4017790769334795
stop,2,severe,1.4017790769334795
require,2,reviewing,1.4017122467863221
appeal,2,injured,1.4015842670243277
check,2,wrongfully,1.400515187976253
installing,2,lieu,1.400515187976253
