Document_Num,Dominant_Topic,Topic_%_Contrib,Topic_Keywords,Text,Is_Outlier,Dom_Topics_Num,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_0_Perc,Topic_1_Perc,Topic_2_Perc,Topic_3_Perc,Topic_4_Perc,Topic_5_Perc
265,1,0.91,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",mighty earth rapid response 22 indications 106 ha deforestation inside fajar saudara lestari concession sep 7 nov 13,False,1,0,1,0,0,0,0,0.01,0.91,0.01,0.06,0.0,0.01
225,1,0.37,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",allegations forest clearance impact biodiversity leuser ecosystem,False,2,0,1,0,1,0,0,0.08,0.37,0.13,0.34,0.04,0.04
296,1,0.96,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",rapid respose 33 migthy earth january 2016 december 2018 60 hectares tree cover loss within martabe mine area agincourt resources tbk january december 41 hectares tree cover loss within martabe mine area agincourt resources tbk ar managed united tractor astra international,False,1,0,1,0,0,0,0,0.0,0.96,0.01,0.03,0.0,0.0
80,1,0.8,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",shadow clearing lands,False,1,0,1,0,0,0,0,0.01,0.8,0.02,0.16,0.0,0.01
237,1,0.59,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",rapid response 12 mighty earth series peat forest development since july 2018 pinang witmas abadi west kalimantan owned managed pundi lahan khatulistiwa gar supplier online media,False,1,0,1,0,0,0,0,0.04,0.59,0.06,0.27,0.02,0.02
263,1,0.62,"earth, ha, mighty, rapid, response, concession, deforestation, indications, forest, clearance",mighty earth rapid response 22 indications 948 ha peat forest development sep 6 nov 13 inside damai agro sejahtera concession,False,1,0,1,0,0,0,0,0.04,0.62,0.06,0.25,0.02,0.02
130,2,0.83,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",synopsis failed establish plasma scheme communities accordance national laws indonesia failed use local labour contractors operations plantations polluting local waterways resulting health hazards villagers causing fish populations decline,False,1,0,0,1,0,0,0,0.08,0.01,0.83,0.04,0.01,0.03
3,2,0.81,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",corporate social responsibility csr program concrete sustainable surrounding conducted replanting cutting trees plantation resulting emergence insect pests damaging coconut plantation provided pesticides twice take responsibility coconut plantation damage andthe pesticide proposal village head urgently responded caused surrounding suffer great losses,False,1,0,0,1,0,0,0,0.06,0.01,0.81,0.04,0.01,0.07
101,2,0.34,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",orangutan found killed eaten concession susantri permai subsidiary genting plantation killing done plantation workers requested suspend membership susantri permai proper socialisation endangered species protection workers conducted,False,2,1,0,1,0,0,0,0.25,0.09,0.34,0.2,0.05,0.06
132,2,0.64,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",raised following questions 1 gpb explain fact plantation expansion 22 000 ha new planting procedure requirement took effect january 2010 placing prior notice website comment 2 gpb active development mspo standards striving achieve certification standards 3 gpb plan start certification process malaysia 10 years joining basis complaint genting plantation annual reports 2010 2011 2012 indicates new plantings since 2010 http www gentingplantations com ar12 index htm however received npp notification request genting,False,1,0,0,1,0,0,0,0.17,0.02,0.64,0.05,0.02,0.1
74,2,0.9,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",allegation 1 violation code conduct range fundamental grievous ways involvement control ownership operational development four plantation papua 2 megakarya jaya raya controlled hsa cleared estimated 4 000 ha forest plantations papua 3 members based malaysia indonesia complaint involves involvement four plantation papua megakarya jaya raya mjr fofi jair districts boven digoel papua indonesia kartika cipta pratama kcp fofi jair districts boven digoel papua indonesia energi samudera kencana esk mandobo fofi jair districts boven digoel papua indonesia graha kencana mulia gkm fofi jair districts boven digoel papua indonesia,False,1,0,0,1,0,0,0,0.04,0.01,0.9,0.02,0.01,0.03
123,2,0.48,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",despite member promoting free products via labeling packaging tv commercials ferrero stated 1 evidence provided ferrero ignored 2 casino promoting sans palmhuille products promote sustainable promoting products required code conduct 3 casino denigrates general offering environmental nutritional perspective makes effort differentiate conventional sustainable effects denigrates general affecting use sustainable promoting products done nothing promote products 4 decision based premise thatan rspomember choose whether commit code conduct depends whether involves food product non food product supported rules 5 casinos advertisement clearly says casino goes fundamental raison detre rspos existence taken whole decision espo contradicts code conduct members 6 final decision contradicts preliminary decision,False,2,0,0,1,0,0,1,0.14,0.03,0.48,0.06,0.03,0.26
50,2,0.77,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",untreated wastewater disposed river stream,False,1,0,0,1,0,0,0,0.09,0.02,0.77,0.07,0.01,0.03
314,2,0.56,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",may june 2021 eyes forest eof published titled omnibus law automatic legalization illegal plantations eof investigation riau illegal plantations trade illegal fruit eof listed findings eof investigations involving 43 plantation management units located forest estates based ministerial decree number 903 menlhk setjen pla 2 12 2016 07 december 2016 forest estate riau province identified nine gar supplier namely tri bakti sarimas bukit payung mill gandaerah hendana inecda plantation peputra supra jaya ptpn v sekar bumi alam lestari surya agrolika reksa tasma puja indragiri hulu mill kampar mill tunggal perkasa plantation since publication conducted investigations engaged grievance handling case supplier lodged gar grievance tracker updated regularly order stakeholders follow progress,False,1,0,0,1,0,0,0,0.07,0.04,0.56,0.12,0.02,0.19
27,2,0.75,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",illegally controlling kkpa primary member cooperative credit objects well violating kkpa agreement embezzling funds fraud development plantations violating agreement related sale farmers fruits disbursed distributed members illegal bailout funds,False,1,0,0,1,0,0,0,0.09,0.02,0.75,0.04,0.01,0.09
53,2,0.43,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",land fires occurred august conservation area within respondent’s hgu covering area approximately 12 hectares blocked river flow within hgu using heavy equipment hence damaging rivers altering function numerous owned plantations public cemeteries within respondent’s hgu area yet enclaved planted peatland within hgu area planted river course areas sungai bengkarai sungai air hitam sungai napoh sungai peragaian sungai merbabu sungai batang merah although signage indicating considered conservation areas failed respond grievances suggestion,False,2,0,0,1,1,0,0,0.12,0.08,0.43,0.29,0.03,0.05
184,2,0.62,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",request information forest heroes gar action regarding media reports contributing haze crisis provident agro tempirai resources waymusi agro indah,False,1,0,0,1,0,0,0,0.06,0.04,0.62,0.19,0.01,0.07
134,2,0.52,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",named practising open burning resulting haze peninsular malaysia singapore reached hazardous levels countries acted breach principle 5 environmental responsibility conservation natural resources biodiversity potentially breach principle 7 responsible new planting criterion 5 1 aspects plantation mill management including replanting environmental impacts identified plans mitigate negative impacts promote positive ones made implemented monitored demonstrate continual improvement criterion 5 5 use fire waste disposal preparing land replanting avoided except specific situations identified asean guidelines regional best practice criterion 7 7 use fire preparation new plantings specific situations identified asean guidelines regional best practice complaint filed executive board view fact members named media source fires hotspots analysis conducted two external experts show hotspots analysis jatim jaya perkasa available august 2013 verification submitted based total concession area 11 801 ha 8 200 within hgu 3 601 ha within plasma area actual burning found 22 74 hotspot locations actions taken include 1 intensify fire patrolling hourly hotspot monitoring must submitted central monitoring post 2 revise sops emergency fire procedure land forest fire prevention patrol land forest land preparation water management 3 improve water management according bmps existing cultivation peat4 organize firefighting fire prevention campaign local 5 engage local fire patrolling dry season6 establish database high risk hotspots area draft action plan submitted october 2013 jatim jaya perkasa completed following corrective actions 1 one firefighting team formed 35 members 18 units water pump robin 6 units high pressure water pump tohatsu 4 units motorcycle 1 unit wheel drive vehicle 2 recent hotspot monitoring jatim jaya perkasa downloaded eye haze one hotspot identified march 7 none found field verification 3 jjp implemented water management fire preventionsystem,False,1,0,0,1,0,0,0,0.11,0.07,0.52,0.23,0.02,0.05
311,2,0.53,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",may june 2021 eyes forest eof published titled omnibus law automatic legalization illegal plantations eof investigation riau illegal plantations trade illegal fruit eof listed findings eof investigations involving 43 plantation management units located forest estates based ministerial decree number 903 menlhk setjen pla 2 12 2016 07 december 2016 forest estate riau province identified nine gar supplier namely tri bakti sarimas bukit payung mill gandaerah hendana inecda plantation peputra supra jaya ptpn v sekar bumi alam lestari surya agrolika reksa tasma puja indragiri hulu mill kampar mill tunggal perkasa plantation since publication conducted investigations engaged grievance handling case supplier lodged gar grievance tracker updated regularly order stakeholders follow progress,False,1,0,0,1,0,0,0,0.07,0.04,0.53,0.11,0.02,0.23
142,2,0.39,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",centre orangutan protection cop recent clearing high conservation value areas taken place gunta samba jaya involving orang utan habitats written member awaiting formal reply member update indofood agri met complainants mar 2013 agreed stop land clearing ii file reports ministry forestry set evaluation team iii team make evaluation concession area identify hcv develop conservation action plan iv team submit follow result based information salim ivomas pratama gunta samba subsidiary gunta samba jaya,False,2,1,0,1,0,0,0,0.23,0.08,0.39,0.2,0.05,0.06
312,2,0.6,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",may june 2021 eyes forest eof published titled omnibus law automatic legalization illegal plantations eof investigation riau illegal plantations trade illegal fruit eof listed findings eof investigations involving 43 plantation management units located forest estates based ministerial decree number 903 menlhk setjen pla 2 12 2016 07 december 2016 forest estate riau province identified nine gar supplier namely tri bakti sarimas bukit payung mill gandaerah hendana inecda plantation peputra supra jaya ptpn v sekar bumi alam lestari surya agrolika reksa tasma puja indragiri hulu mill kampar mill tunggal perkasa plantation since publication conducted investigations engaged grievance handling case supplier lodged gar grievance tracker updated regularly order stakeholders follow progress,False,1,0,0,1,0,0,0,0.07,0.04,0.6,0.12,0.02,0.17
168,2,0.65,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",control union certification cuc conducted incomplete assessments produced biased assessment reports failed consider aspects certification system required certification standards processing certification united plantations subsidiary sinar sawit sejati central kalimantan,False,1,0,0,1,0,0,0,0.07,0.02,0.65,0.07,0.02,0.17
331,2,0.51,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",nov 23rd 2022 gar received grievance customer cash investigation allegations child labour occupational health safety breaches erasakti wira forestama muaro jambi publication video publshied oct 2022,False,1,0,0,1,0,0,0,0.07,0.04,0.51,0.11,0.02,0.25
292,2,0.89,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",crr julong subsidiary rezeki kencana rk one plantation received permit inside protected area indonesia plantation kubu raya district west kalimantan operating since 2010 overlaps protected sungai arus deras forest,False,1,0,0,1,0,0,0,0.03,0.01,0.89,0.03,0.01,0.04
221,2,0.36,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",centre orangutan protection gar supplier fairco agro mandiri sourcing ffb four farmers kutai national park kalimantan timur killed orangutan,False,2,1,0,1,0,0,0,0.25,0.09,0.36,0.19,0.05,0.06
156,2,0.88,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",result revocation forest relinquishment decree 2008 decree june 2012 area local government hati prima agros permit license validity legality called question subsequently issuance wood utilization license ipk ud karya budi kotawaringin timur forestry agency antang kalang kotawaringin timur district central kalimantan inaccordance national laws indonesia status court case 4 december 2012 examining legal facts found court hearing session palangkaraya state administrative court ruled following revocation location permit ijin lokasi head kotawaringin timur regents decree 525 26 342 ek sda vi 2012 dated 21 june 2012 revoked prinsip arahan lokasi principle license ijin lokasi location permit ijin usaha perkebunan plantation business license void ii declared 2008 decree revocation ministry forestry sk 51 menhut ii 08 dated 11 march 2008 revoked ministry forestrys decree 186 kpts ii 2000 dated 29 june 2000 relinquishment part forestry area sungai mentaya void iii ordered head regency kotawaringin timur revoke revocation location permitiv ordered indonesian ministry forestry revoke 2008 decree revocation,False,1,0,0,1,0,0,0,0.03,0.01,0.88,0.04,0.01,0.04
47,2,0.65,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",dischargedimmense quantities toxic chemicals hazardous waste impacted nearby mangrove ecosytem manchn guamuchal nature reserve local marine species issue raised health concerns local communities rely water source water food supply e g fish shellfish etc may poisoned toxic waste,False,1,0,0,1,0,0,0,0.15,0.03,0.65,0.09,0.02,0.04
308,2,0.6,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",may june 2021 eyes forest eof published titled omnibus law automatic legalization illegal plantations eof investigation riau illegal plantations trade illegal fruit eof listed findings eof investigations involving 43 plantation management units located forest estates based ministerial decree number 903 menlhk setjen pla 2 12 2016 07 december 2016 forest estate riau province identified nine gar supplier namely tri bakti sarimas bukit payung mill gandaerah hendana inecda plantation peputra supra jaya ptpn v sekar bumi alam lestari surya agrolika reksa tasma puja indragiri hulu mill kampar mill tunggal perkasa plantation since publication conducted investigations engaged grievance handling case supplier lodged gar grievance tracker updated regularly order stakeholders follow progress,False,1,0,0,1,0,0,0,0.07,0.03,0.6,0.1,0.02,0.18
35,2,0.4,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",operating area luak talang parit obtaining prior consent b develop plasma plantations c internal grievance mechanism stakeholders access,False,2,1,0,1,0,0,0,0.28,0.03,0.4,0.06,0.04,0.2
178,2,0.57,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",allegations forest clearing supplier austindo nusantara jaya agri anj sorong west papua indonesia media related fire haze involving gar supplier kayung agro lestari kal 10 6 2015 titled deadly trade greenpeace ioi continued buy third party suppliers linked environmental destruction exploitation austindo nusantara jaya eagle high plantation rajawali goodhope carson cumberbatch korindo indofood tabung haji plantations mighty earth rapid response 6 carrying deforestation permata putra mandiri berau karetindo lestari pipit citra persada subur karunia bld plantation bhd rayatama jaya condong garut sumur pandan wangi mulia inti perkasa prasetya mitra muda linked gar suppply chain sumur pandanwangi mulia inti perkasa prasetya mitra muda krida dharma kahuripan mentinoned greenpeace final countdown 9 18,False,1,0,0,1,0,0,0,0.06,0.05,0.57,0.25,0.01,0.05
141,2,0.84,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",synopsis carrying illegal logging 540 ha kawasan budidaya kehutanan kabupaten kutai kertanegara planted land outside concession area planted land outside hgu remarks written member preliminary findings 4 june 2013 based evidence furnished box complaint legitimate refer rspo’s complaints process flow member since met 26 july 2013 relevant documents pertaining allegations made available investigation,False,1,0,0,1,0,0,0,0.04,0.02,0.84,0.05,0.01,0.05
303,2,0.54,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",14 october 2021 gar received letter tempo regarding investigation tempo mongabay indonesia betahita auriga nusantara investigation found tasma puja batang cenaku mill plantations forest area received purchased processed sold processed fresh fruit bunches harvested protected forest bukit betabuh stated theground check conducted august 28th september 24th 2021 conflict plasma smallholders,False,1,0,0,1,0,0,0,0.07,0.04,0.54,0.1,0.02,0.24
163,2,0.52,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",case involving subsidiary already incorporated gars overall action plans going mediation facilitated forest trust tft updates case available dsf,False,1,0,0,1,0,0,0,0.07,0.04,0.52,0.12,0.02,0.24
199,2,0.82,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",ran oppuk ilrf published human cost conflict alleging indofood pp lonsum involved labour exploitation issues deadly trade greenpeace ioi continued buy third party suppliers linked environmental destruction exploitation austindo nusantara jaya eagle high plantation rajawali goodhope carson cumberbatch korindo indofood tabung haji plantations ran published sustainability assessment salim related borneo peat forests alleging drm skl carried peat clearance ketungau forest greenpeace final countdown 9 18,False,1,0,0,1,0,0,0,0.04,0.02,0.82,0.08,0.01,0.04
63,2,0.78,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",sri ganda dissapointed towards unico desa plantation regarding plan utilize area demarcated conservation area address water issues village,False,1,0,0,1,0,0,0,0.06,0.03,0.78,0.09,0.01,0.03
151,2,0.31,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",allegations sisirau cleared forest habitat orangutans plantation leading starvation primates sisirau submitted progress 24 july actions completed according timeline including comply compensation process input progress sent sisirau waiting response,False,2,0,0,1,1,0,0,0.18,0.13,0.31,0.28,0.05,0.06
223,2,0.45,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",high risk rainforest published milieudefensie friends earth netherlands friends earth usa sustainable development institute alleging gvl golden veroleum liberia alleging failure reform behaviour human rights violations environmental degradation disregard communities land rights,False,2,1,0,1,0,0,0,0.39,0.03,0.45,0.06,0.03,0.05
383,2,0.98,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",rimba harapan saksti rhs sarana titian permata stp kerry sawit indonesia ksi subsidiaries wilmar international ii andalan sukses makmur asmr bumitama gunajaya abadi bga subsidiaries bumitama agri ltd bal,False,1,0,0,1,0,0,0,0.01,0.0,0.98,0.01,0.0,0.0
38,2,0.97,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",operating protected forest area license ministry forestry operating hgu,False,1,0,0,1,0,0,0,0.01,0.0,0.97,0.01,0.0,0.01
185,2,0.4,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",local media ketapang district police investigating 4 suspected burning clear land including cipta usaha sejati,False,2,0,0,1,1,0,0,0.1,0.09,0.4,0.34,0.02,0.05
198,2,0.42,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",media reports apsl carried land clearing using fire involved hostage situation rokan hulu district riau province employees environment forestry ministry khlk abducted investigating 2015 forest fires,False,2,0,0,1,1,0,0,0.09,0.08,0.42,0.33,0.02,0.05
93,2,0.49,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",one aceites mills purchasing ffb operation run mrs alva yiseth villamizar navas maria la baja area since may 2016 alva navas collecting ffb growers accepted offer paying market price invoices offered harvest fruit made several trucks available transport ffb field collection site buys fruits anyone regardless ownership due people started stealing fruit area purchases fruit regardless origin collecting fruit type sanitary control staff hired outside rules laid ministry labor vehicles collect fruit night time restrictions apply mobility imposed city hall ffb transferred mills located department magdalena belonging aceites palma aceite,False,2,0,0,1,0,0,1,0.07,0.05,0.49,0.14,0.02,0.23
310,2,0.52,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",may june 2021 eyes forest eof published titled omnibus law automatic legalization illegal plantations eof investigation riau illegal plantations trade illegal fruit eof listed findings eof investigations involving 43 plantation management units located forest estates based ministerial decree number 903 menlhk setjen pla 2 12 2016 07 december 2016 forest estate riau province identified nine gar supplier namely tri bakti sarimas bukit payung mill gandaerah hendana inecda plantation peputra supra jaya ptpn v sekar bumi alam lestari surya agrolika reksa tasma puja indragiri hulu mill kampar mill tunggal perkasa plantation since publication conducted investigations engaged grievance handling case supplier lodged gar grievance tracker updated regularly order stakeholders follow progress,False,1,0,0,1,0,0,0,0.07,0.04,0.52,0.11,0.02,0.24
107,2,0.87,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",published ran oppuk ilrf titled “the human cost conflict indofood pepsico’s hidden link worker exploitation indonesia ” reveals findings field investigations worker interviews completed two plantations owned operated member indofood subsidiary london sumatra full available ran org indofood,False,1,0,0,1,0,0,0,0.03,0.01,0.87,0.05,0.01,0.03
166,2,0.45,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",failed carry hcv assessment prior land clearing planting compliance rspos new planting procedure npp non compliance rspos new planting procedure npp violation ofp c 7 3 new plantings since november 2005 replaced primary forest area required maintain enhance one high conservation values violation p c 5 2 status rare threatened endangered species high conservation value habitats exist plantation could affected plantation mill management shall identified operations managed best ensure maintained enhanced remarks successfully got parties complaint engaged dialogue parties agreed solution 8 december 2011,False,2,1,0,1,0,0,0,0.37,0.02,0.45,0.05,0.03,0.08
55,2,0.65,"forest, plantation, plantations, eof, mill, illegal, area, gar, investigations, supplier",planted trees outside hgu respondents planted trees edge river resulted damage watershed never watered road traversed ffb cpo transport trucks affected health two villages due dust mills chimney emits black smoke causes air pollution polluting river water surrounding settlement caused liquid waste mills provide proper social assistance local,False,1,0,0,1,0,0,0,0.16,0.03,0.65,0.09,0.02,0.04
232,3,0.98,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",mighty earth rapid response 4 carrying deforestation bld plantation bhd permata putera mandiri blok licensed plant forests lpf 0039 zedtee sb agriprima cipta persada condong garut gar longer sourced however gar sourcing ja wattie manages condong garut mighty earth rapid response 6 committing deforestation linked gar supply chain rayatama jaya sumur pandanwangi mulia inti perkasa prasetya mitra muda krida dharma kahuripan gar longer sourced condong garut however gar sourcing ja wattie manages condong garut,False,1,0,0,0,1,0,0,0.0,0.01,0.01,0.98,0.0,0.0
342,3,0.79,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",eq indications deforestation inside concession rendi permata raya 2016 2022 gar source rpr deemed non compliant policy however gar sources palmaris raya mitra bumi sumber alam makmur sentosa linked rendi permata raya pr sourced ffb rpr,False,1,0,0,0,1,0,0,0.01,0.14,0.03,0.79,0.0,0.01
358,3,0.73,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",deforestation gerbang benua raya linked supplier abdi budi mulia abm,False,1,0,0,0,1,0,0,0.02,0.14,0.07,0.73,0.01,0.03
209,3,0.94,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",mighty earth rapid response 1 4 carried deforestation bintuni agro prima perkasa guntur madu agrotama kahayan agro plantation mustika agung sentosa according kap likely supplies ffb tantahan panduhup asia owned sumber tani agung stais gar ssupplier mighty earth rapid response 17 indications deforestation tantahan panduhup asi concession central kalimantan total area 70 ha 7 ha clearance preparation stacking lines mar 20 june 29,False,1,0,0,0,1,0,0,0.0,0.03,0.01,0.94,0.0,0.0
349,3,0.74,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",deforestation perkebunan nusantara 1 ptpn 1 tualang sawit subsidiary ptpn 1,False,1,0,0,0,1,0,0,0.02,0.13,0.07,0.74,0.01,0.03
188,3,0.42,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",website incident resulted burning excavator,False,2,0,0,1,1,0,0,0.07,0.08,0.36,0.42,0.02,0.05
216,3,0.96,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",mighty earth rapid response 6 committing deforestation linked gar supply chain rayatama jaya sumur pandanwangi mulia inti perkasa prasetya mitra muda krida dharma kahuripan,False,1,0,0,0,1,0,0,0.0,0.02,0.01,0.96,0.0,0.0
365,3,0.75,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",deforestation rendi permata raya linked suppliers mitra bumi sumber alam makmur,False,1,0,0,0,1,0,0,0.02,0.12,0.07,0.75,0.01,0.03
182,3,0.61,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",deadly trade greenpeace said ioi continued buy third party suppliers linked environmental destruction exploitation including arrtu energie resources eagle high plantation rajawali ehp supplier gar nov greenpeace aer burning house dec mighty earth rapid response 22 indications 109 ha deforestation inside arrtu energie resources concession jul 14 nov 13,False,1,0,0,0,1,0,0,0.04,0.08,0.21,0.61,0.01,0.05
306,3,0.63,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",october ran field investigation team documented lowland rainforests illegally logged lands cleared make way plantations drone footage images show scale destruction continues unabated despite forests critical habitat areas sumatran orangutans elephants tigers vital water catchment areas local communities since beginning nia yulided ny reduced standing forests 1 624 1 411 hectares total 213 hectares forest loss small area month august alone 85 hectares forests destroyed,False,1,0,0,0,1,0,0,0.03,0.25,0.06,0.63,0.01,0.02
212,3,1.0,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",mighty earth rapid response 1 4 carried deforestation bintuni agro prima perkasa guntur madu agrotama kahayan agro plantation mustika agung sentosa raw materials least one entering gar supply chain greenpeace final countdown 9 18,False,1,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0
192,3,0.58,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",anugerah energitama ae concerning orangutans trapped concession gar internal monitoring detected potential hcs forest clerance global primatama mandiri nusantara agro sentosa east kalimantan since march 2016 gpm nas managed palma serasih,False,1,0,0,0,1,0,0,0.02,0.34,0.04,0.58,0.01,0.02
276,3,0.57,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",may 4 ran published titled exposed elephant habitat leuser ecosystem fresh attack indo alam repeatedly exposed deforestation,False,1,0,0,0,1,0,0,0.04,0.25,0.09,0.57,0.02,0.03
190,3,0.42,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",greenpeace two andalan sukses makmur asmr subsidiary bumitama bumi sawit sejahtera bss subsidiary ioi clearing forest peatlands bumitama supplier gar foe released similar greenpeace final countdown 9 18 greenpeace dying cookie,False,2,0,0,1,1,0,0,0.06,0.07,0.39,0.42,0.01,0.05
324,3,0.56,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",april 2021 ran since april 2016 standing forests remaining areas referring tegas nusantara management reduced 7 438 acres 6 933 acres ndash ndash meaning almost 500 acres forests destroyed watch early ranapproximately 25 acres forest cleared inside tegas nusantara concession recently illegal logging persisted small areas destroyed months satellite images show destruction continued 2021 10 acres cleared january february 15 acres lost following month ran stated bunin continues advocate rights protect manage forests get part lands back cleared establish plantation,False,1,0,0,0,1,0,0,0.03,0.31,0.06,0.56,0.01,0.02
187,3,0.97,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",mighty earth published rapid response 5 comapnies committing deforestation palem segar lestari megakarya jaya raya kartika cipta pratama krida dharma kahuripan kapuasindo industry rimba karya rayatama jaya harapan rimba jaya persada kencana prima linked gar supply chain level kpi rj hrj kdk mighty earth rapid response 6 committing deforestation linked gar supply chain sumur pandanwangi mulia inti perkasa prasetya mitra muda krida dharma kahuripan,False,1,0,0,0,1,0,0,0.0,0.01,0.01,0.97,0.0,0.0
330,3,0.81,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",8 december 2022 ran published titled notorious rainforest destroyer caught taking global market supply chains major brands found tainted conflict ran ffb nia yulided bersaudara carrying deforestation entered bumi sama ganda supply chain ud makmur jaya,False,1,0,0,0,1,0,0,0.02,0.05,0.09,0.81,0.01,0.02
256,3,0.41,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",early november greenpeace published burning house palmina utama julong named gar supplier identified civil action related fire incidents,False,2,0,0,1,1,0,0,0.07,0.08,0.38,0.41,0.02,0.05
350,3,0.84,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",deforestation medco papua hijau selaras subsidiary capitol,False,1,0,0,0,1,0,0,0.01,0.1,0.03,0.84,0.0,0.01
321,3,0.45,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",june ran field investigators found significant fresh land clearing new roads pushed lowland rainforests putra kurnia already planted cleared lands new plantations total concession area controlled putra kurnia 5107ha reduced standing forests 437 hectares 374 hectares since beginning year satellite imagery shows forest clearance throughout april may,False,2,0,1,0,1,0,0,0.03,0.44,0.05,0.45,0.01,0.02
363,3,0.78,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",deforestation pipit mutiara indah subsidiary ql resources bhd,False,1,0,0,0,1,0,0,0.02,0.12,0.05,0.78,0.01,0.02
214,3,0.67,"gar, deforestation, ran, linked, chain, jaya, supply, sawit, plantation, leuser",greenpeace final countdown allegations deforestation graha agro nusantara agriprima cipta persada agrinusa persada mulia number mighty earth rapid response reports deforestation allegations involving gama kpn,False,1,0,0,0,1,0,0,0.01,0.26,0.03,0.67,0.01,0.01
